number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;garbage chute;type of house;district;street;concierge
1;32.0;5;5;2200000.0;косметический;совмещенный;балкон;1982;0;0;кирпичный;р-н Дзержинский;улица Сочинская, 4;0
1;37.0;20;14;2300000.0;косметический;совмещенный;балкон;2015;2;0;панельный;р-н Кировский;улица Автозаводская, 30;1
3;88.0;19;14;5700000.0;дизайнерский;совмещенный;лоджия;2020;1;1;кирпичный;р-н Дзержинский;улица Челюскинцев, 23;0
1;61.0;16;4;4600000.0;косметический;совмещенный;лоджия;2014;1;0;кирпичный;р-н Индустриальный;улица Космонавта Беляева, 8;1
2;44.0;3;3;1960000.0;косметический;раздельный;балкон;1958;0;0;кирпичный;р-н Кировский;улица Оборонщиков, 3;0
3;90.0;25;25;9500000.0;евро;раздельный;лоджия;2011;2;0;монолитный;р-н Индустриальный;улица Космонавта Беляева, 40Г;1
3;54.0;14;10;4649000.0;требует ремонта;раздельный;лоджия;1976;1;1;кирпичный;р-н Дзержинский;улица Екатерининская, 169;1
1;34.0;9;9;2800000.0;косметический;раздельный;балкон;1986;1;1;панельный;р-н Свердловский;улица Вижайская, 20;0
4;105.0;10;5;6400000.0;косметический;раздельный;балкон;1993;1;1;панельный;р-н Индустриальный;улица Мира, 115;0
3;57.0;5;5;4100000.0;евро;раздельный;балкон;1972;0;0;кирпичный;р-н Дзержинский;улица Петропавловская, 111;0
3;86.0;14;7;4990000.0;косметический;раздельный;лоджия;2007;1;1;кирпичный;р-н Мотовилихинский;улица Ивана Франко, 44;1
1;48.0;25;17;4150000.0;евро;совмещенный;лоджия;2011;2;0;монолитный;р-н Индустриальный;улица Космонавта Беляева, 40В;1
1;13.0;9;1;720000.0;косметический;совмещенный;балкон;1981;1;1;кирпичный;р-н Свердловский;улица Тбилисская, 1А;1
3;60.0;9;1;3699999.0;косметический;совмещенный;лоджия;1980;1;0;панельный;р-н Мотовилихинский;улица Аркадия Гайдара, 9А;0
4;77.0;10;4;4200000.0;косметический;раздельный;лоджия;1999;1;1;кирпичный;р-н Мотовилихинский;улица Свободы, 21;0
3;76.0;27;12;6500000.0;евро;несколько;балкон;2014;3;1;панельный;р-н Свердловский;улица Механошина, 15;1
1;36.0;2;2;1550000.0;косметический;раздельный;нет;1957;0;0;кирпичный;р-н Кировский;улица Новоржевская, 9;0
1;34.0;9;5;3200000.0;косметический;раздельный;лоджия;1988;1;1;панельный;р-н Свердловский;улица Яблочкова, 48;0
3;76.0;25;20;7300000.0;евро;несколько;лоджия;2021;2;0;монолитный;р-н Индустриальный;улица Теплогорская, 24к5;1
2;92.0;18;11;10500000.0;дизайнерский;несколько;лоджия;2007;1;1;кирпичный;р-н Свердловский;улица Пушкина, 80;1
1;31.0;5;5;1899000.0;косметический;раздельный;балкон;1969;0;0;кирпичный;р-н Кировский;улица Адмирала Нахимова, 34;0
1;13.0;5;1;800000.0;косметический;раздельный;нет;1971;0;0;кирпичный;р-н Орджоникидзевский;улица Академика Веденеева, 7;1
1;17.0;5;5;1100000.0;косметический;совмещенный;нет;1971;0;0;кирпичный;р-н Орджоникидзевский;улица Академика Веденеева, 7;1
2;54.0;10;7;2700000.0;требует ремонта;раздельный;лоджия;2004;1;1;панельный;р-н Кировский;улица Генерала Панфилова, 2;0
3;60.0;5;1;3890000.0;косметический;совмещенный;нет;1970;0;0;кирпичный;р-н Свердловский;улица Фонтанная, 7;0
3;42.0;5;5;2840000.0;косметический;совмещенный;балкон;1965;0;0;кирпичный;р-н Индустриальный;улица Мира, 47;0
2;44.0;9;8;3400000.0;требует ремонта;раздельный;лоджия;1980;1;1;панельный;р-н Дзержинский;Парковый проспект, 13А;0
1;71.0;18;18;8500000.0;косметический;совмещенный;лоджия;2005;2;0;кирпичный;р-н Мотовилихинский;бульвар Гагарина, 26;1
1;34.0;10;5;3200000.0;косметический;раздельный;лоджия;2005;1;0;панельный;р-н Индустриальный;проспект Декабристов, 23;0
3;116.0;16;6;9650000.0;косметический;несколько;лоджия;2004;1;1;кирпичный;р-н Ленинский;улица Пермская, 124;1
1;38.0;7;4;2999000.0;евро;раздельный;лоджия;2007;1;1;панельный;р-н Дзержинский;улица Транспортная, 11;1
1;34.0;10;9;3050000.0;косметический;раздельный;лоджия;1988;1;1;панельный;р-н Индустриальный;проспект Декабристов, 33;0
1;53.0;16;3;4290000.0;косметический;совмещенный;балкон;2007;1;0;кирпичный;р-н Мотовилихинский;улица Пушкарская, 100;1
1;35.0;12;2;2950000.0;дизайнерский;совмещенный;лоджия;2007;1;1;кирпичный;р-н Мотовилихинский;улица Ивана Франко, 44;1
1;33.0;12;4;2850000.0;требует ремонта;раздельный;балкон;1979;2;1;панельный;р-н Индустриальный;улица Карпинского, 87;0
1;32.0;12;8;3100000.0;косметический;совмещенный;балкон;1979;2;1;панельный;р-н Индустриальный;улица Карпинского, 87;0
2;68.0;17;12;6150000.0;дизайнерский;совмещенный;лоджия;2015;1;0;кирпичный;р-н Свердловский;улица Холмогорская, 4В;1
1;35.0;12;5;2480000.0;косметический;совмещенный;лоджия;1976;1;0;кирпичный;р-н Кировский;улица Маршала Рыбалко, 49;0
3;60.0;9;8;3800000.0;косметический;раздельный;лоджия;1975;1;1;кирпичный;р-н Свердловский;улица Суздальская, 3;0
1;46.0;17;16;4400000.0;евро;совмещенный;лоджия;2011;1;0;монолитный;р-н Индустриальный;улица Танкистов, 9;1
2;43.0;13;8;4500000.0;косметический;совмещенный;балкон;2021;2;0;монолитный;р-н Индустриальный;улица Теплогорская, 24к3;1
1;42.0;10;3;2849000.0;косметический;раздельный;лоджия;2003;1;1;панельный;р-н Дзержинский;улица Ветлужская, 125;0
3;46.0;5;5;2600000.0;требует ремонта;раздельный;балкон;1968;0;0;панельный;р-н Свердловский;улица Балхашская, 205;0
2;39.0;16;9;2950000.0;дизайнерский;совмещенный;лоджия;2020;1;0;кирпичный;р-н Свердловский;улица Куйбышева, 109А;1
2;39.0;16;9;2950000.0;дизайнерский;совмещенный;лоджия;2020;1;0;кирпичный;р-н Свердловский;улица Куйбышева, 109А;1
1;34.0;9;5;3100000.0;требует ремонта;совмещенный;лоджия;1975;1;1;кирпичный;р-н Индустриальный;улица Карпинского, 57;0
1;33.0;17;7;2330000.0;косметический;совмещенный;балкон;2017;2;0;кирпичный;р-н Орджоникидзевский;улица Карбышева, 47А;1
2;46.0;25;15;6100000.0;дизайнерский;совмещенный;лоджия;2015;2;0;кирпичный;р-н Свердловский;улица Николая Островского, 93Д;1
1;35.0;3;3;3530000.0;дизайнерский;совмещенный;балкон;2013;0;0;кирпичный;р-н Дзержинский;улица микрорайон, Высоковольтная, 12;0
3;74.0;9;8;5000000.0;требует ремонта;раздельный;лоджия;1990;1;1;кирпичный;р-н Мотовилихинский;улица Крупской, 42Б;0
2;42.0;3;1;1790000.0;косметический;совмещенный;нет;1958;0;0;кирпичный;р-н Кировский;улица Победы, 31;0
1;36.0;16;7;3450000.0;косметический;совмещенный;лоджия;2016;1;1;кирпичный;р-н Индустриальный;улица Веры Засулич, 50;0
2;70.0;14;2;3300000.0;косметический;раздельный;балкон;2013;1;1;кирпичный;р-н Мотовилихинский;улица Постаногова, 3;0
3;69.0;10;3;5300000.0;евро;раздельный;лоджия;2005;1;0;панельный;р-н Индустриальный;улица Норильская, 13к1;0
3;66.0;10;5;3750000.0;дизайнерский;раздельный;лоджия;1992;1;1;панельный;р-н Орджоникидзевский;улица Генерала Черняховского, 58;0
3;59.0;9;7;3500000.0;требует ремонта;раздельный;лоджия;1971;1;1;панельный;р-н Индустриальный;улица Архитектора Свиязева, 38;0
2;56.0;3;2;2650000.0;косметический;раздельный;нет;1959;0;0;кирпичный;р-н Дзержинский;улица Транспортная, 29;0
2;42.0;5;5;1850000.0;косметический;совмещенный;балкон;1964;0;0;кирпичный;р-н Кировский;улица Химградская, 11;0
3;67.0;9;4;6100000.0;евро;раздельный;лоджия;1988;1;0;панельный;р-н Мотовилихинский;улица Юрша, 5;0
3;75.0;10;10;5850000.0;косметический;раздельный;лоджия;2004;1;0;панельный;р-н Дзержинский;улица Желябова, 3;1
4;143.0;6;1;12500000.0;евро;совмещенный;лоджия;1999;1;1;кирпичный;р-н Кировский;улица Кировоградская, 40;1
2;54.0;12;3;4300000.0;требует ремонта;раздельный;лоджия;1989;2;1;кирпичный;р-н Индустриальный;улица Советской Армии, 45;1
4;61.0;5;2;3100000.0;косметический;раздельный;балкон;1971;0;0;кирпичный;р-н Орджоникидзевский;улица Волховская, 36;0
3;134.0;18;13;11300000.0;евро;совмещенный;лоджия;2005;1;0;кирпичный;р-н Ленинский;улица Пушкина, 109;1
2;36.0;16;4;2865000.0;евро;совмещенный;нет;2020;3;0;кирпичный;р-н Свердловский;улица Куйбышева, 109А;1
4;85.0;10;9;4800000.0;косметический;раздельный;балкон;1993;1;1;панельный;р-н Мотовилихинский;улица Уинская, 4;0
1;43.0;23;22;4080000.0;косметический;совмещенный;лоджия;2021;3;0;монолитный;р-н Индустриальный;улица Комбайнёров, 43;1
3;66.0;10;9;3240000.0;косметический;раздельный;балкон;1993;1;1;панельный;р-н Орджоникидзевский;улица Кабельщиков, 17;0
2;45.0;5;5;2490000.0;требует ремонта;совмещенный;балкон;1965;0;0;панельный;р-н Дзержинский;улица Вагонная, 7;0
3;53.0;25;15;7150000.0;дизайнерский;раздельный;балкон;2018;2;0;монолитный;р-н Дзержинский;улица Подлесная, 2;1
1;38.0;10;9;2850000.0;косметический;раздельный;лоджия;2005;1;1;панельный;р-н Кировский;улица Сокольская, 18;0
1;36.0;17;16;2350000.0;требует ремонта;совмещенный;лоджия;2016;1;1;кирпичный;р-н Кировский;улица Калинина, 64А;0
2;44.0;5;1;2050000.0;косметический;раздельный;нет;1976;0;0;панельный;р-н Орджоникидзевский;улица Вильямса, 45;0
2;45.0;5;5;2400000.0;косметический;раздельный;балкон;1976;0;0;панельный;р-н Кировский;улица Ласьвинская, 64;0
3;59.0;9;2;2850000.0;косметический;раздельный;лоджия;1976;1;1;панельный;р-н Орджоникидзевский;улица Кабельщиков, 95;0
1;40.0;17;2;3850000.0;евро;совмещенный;лоджия;2020;1;0;кирпичный;р-н Дзержинский;улица Плеханова, 65;1
2;75.0;18;7;7500000.0;евро;совмещенный;лоджия;2011;1;0;кирпичный;р-н Дзержинский;улица Малкова, 24А;1
3;75.0;17;16;5450000.0;косметический;несколько;лоджия;2011;1;0;кирпичный;р-н Свердловский;улица Холмогорская, 2Е;1
1;25.0;24;9;1900000.0;евро;совмещенный;лоджия;2018;2;0;монолитный;р-н Орджоникидзевский;улица Вильямса, 51А;1
3;94.0;10;2;8450000.0;евро;несколько;лоджия;2003;1;0;кирпичный;р-н Мотовилихинский;улица Уинская, 9;1
1;29.0;3;2;1800000.0;косметический;совмещенный;балкон;1962;0;0;кирпичный;р-н Мотовилихинский;улица ДОС, 1;0
1;46.0;25;8;3480000.0;косметический;совмещенный;балкон;2014;2;1;монолитный;р-н Мотовилихинский;улица Уинская, 29;0
3;106.0;8;3;5390000.0;дизайнерский;несколько;лоджия;2001;1;0;кирпичный;р-н Кировский;улица Маршала Рыбалко, 12А;0
3;106.0;8;3;5390000.0;дизайнерский;несколько;лоджия;2001;1;0;кирпичный;р-н Кировский;улица Маршала Рыбалко, 12А;0
1;33.0;5;5;930000.0;требует ремонта;совмещенный;балкон;1975;0;0;панельный;р-н Орджоникидзевский;улица Водозаборная, 1;0
3;137.0;16;16;12200000.0;дизайнерский;несколько;лоджия;1999;1;1;кирпичный;р-н Ленинский;улица Попова, 23;0
1;25.0;5;5;2050000.0;косметический;совмещенный;балкон;1982;0;0;панельный;р-н Дзержинский;улица Докучаева, 28;0
2;69.0;16;1;4200000.0;косметический;раздельный;лоджия;2014;1;1;панельный;р-н Кировский;улица Оханская, 31;1
3;74.0;16;16;5450000.0;дизайнерский;совмещенный;лоджия;1994;1;1;панельный;р-н Индустриальный;улица Мира, 31;1
1;53.0;10;10;4280000.0;евро;совмещенный;лоджия;2002;1;0;кирпичный;р-н Мотовилихинский;улица Уинская, 9;1
4;124.0;9;2;11700000.0;дизайнерский;раздельный;лоджия;2002;1;0;кирпичный;р-н Ленинский;улица Пермская, 161;1
2;67.0;16;5;5700000.0;евро;несколько;лоджия;2013;2;1;кирпичный;р-н Дзержинский;улица Крисанова, 73А;1
3;70.0;14;8;4990000.0;косметический;раздельный;лоджия;1997;1;1;монолитный;р-н Индустриальный;улица Космонавта Леонова, 56А;0
3;60.0;10;7;3499999.0;требует ремонта;раздельный;лоджия;1991;1;1;кирпичный;р-н Мотовилихинский;улица Гашкова, 28;0
3;100.0;16;15;7499000.0;косметический;раздельный;лоджия;2007;2;1;кирпичный;р-н Дзержинский;улица Василия Каменского, 10А;1
3;58.0;9;5;4550000.0;косметический;раздельный;лоджия;1985;1;1;кирпичный;р-н Свердловский;улица Революции, 3/4;0
1;31.0;2;1;1500000.0;косметический;совмещенный;нет;1957;0;0;кирпичный;р-н Свердловский;улица Кузбасская, 41;0
2;60.0;5;2;3990000.0;евро;совмещенный;балкон;1968;0;0;панельный;р-н Дзержинский;улица ская улица, 5;0
2;42.0;5;2;3000000.0;косметический;совмещенный;балкон;1966;0;0;кирпичный;р-н Мотовилихинский;бульвар Гагарина, 64;0
3;67.0;9;3;3550000.0;косметический;раздельный;лоджия;1989;1;0;панельный;р-н Мотовилихинский;улица Евгения Пермяка, 1;0
1;48.0;19;3;5250000.0;требует ремонта;совмещенный;балкон;2021;1;0;монолитный;р-н Индустриальный;улица Карпинского, 49А;1
3;63.0;9;5;3500000.0;требует ремонта;раздельный;лоджия;1968;1;1;панельный;р-н Свердловский;улица Братская, 2/1;0
1;34.0;10;1;1850000.0;косметический;раздельный;нет;1987;1;1;панельный;р-н Кировский;улица Генерала Панфилова, 6/1;0
3;67.0;9;5;5600000.0;косметический;раздельный;балкон;1991;1;1;панельный;р-н Мотовилихинский;улица Уинская, 8;0
4;147.0;11;10;9981000.0;косметический;раздельный;лоджия;2002;1;0;монолитный;р-н Дзержинский;улица Подлесная, 15;1
3;66.0;9;1;3500000.0;косметический;раздельный;нет;1987;1;1;панельный;р-н Мотовилихинский;улица Гашкова, 26;0
4;123.0;6;4;11800000.0;требует ремонта;раздельный;нет;2020;1;0;монолитный;р-н Ленинский;улица Петропавловская, 13А;1
2;41.0;5;1;2750000.0;косметический;совмещенный;нет;1965;0;0;кирпичный;р-н Свердловский;улица Льва Шатрова, 22;0
3;60.0;9;7;2850000.0;косметический;раздельный;лоджия;1983;1;1;панельный;р-н Орджоникидзевский;улица Карбышева, 84;0
1;34.0;25;15;3499000.0;косметический;совмещенный;лоджия;2018;2;0;монолитный;р-н Дзержинский;улица Крылова, 17;1
2;44.0;5;3;2850000.0;косметический;совмещенный;балкон;1959;0;0;кирпичный;р-н Мотовилихинский;улица Крупской, 35;0
2;62.0;24;18;8000000.0;евро;раздельный;балкон;2018;1;0;панельный;р-н Дзержинский;улица Локомотивная, 1А;1
1;35.0;14;12;2600000.0;косметический;совмещенный;лоджия;1975;2;1;кирпичный;р-н Дзержинский;улица Челюскинцев, 21;0
3;80.0;16;4;6730000.0;косметический;раздельный;лоджия;2001;2;1;кирпичный;р-н Мотовилихинский;улица Уинская, 1Б;1
3;68.0;9;4;5500000.0;косметический;раздельный;балкон;1989;1;1;панельный;р-н Мотовилихинский;улица Юрша, 3А;0
1;43.0;16;3;4500000.0;косметический;совмещенный;лоджия;1998;2;0;кирпичный;р-н Ленинский;улица Пермская, 124;1
1;53.0;17;4;3099000.0;евро;совмещенный;балкон;2008;1;0;монолитный;р-н Орджоникидзевский;улица Янаульская, 34;1
3;62.0;5;5;3650000.0;косметический;раздельный;лоджия;1984;0;0;кирпичный;р-н Кировский;улица Калинина, 30А;0
3;57.0;12;10;5400000.0;евро;раздельный;лоджия;1972;2;1;кирпичный;р-н Ленинский;улица Петропавловская, 85;0
2;61.0;3;2;2700000.0;евро;совмещенный;нет;1959;0;0;блочный;р-н Кировский;улица Федосеева, 13;0
3;110.0;20;19;8500000.0;дизайнерский;несколько;лоджия;2014;1;0;кирпичный;р-н Свердловский;улица Самаркандская, 145;1
3;66.0;10;2;3950000.0;косметический;раздельный;лоджия;1994;1;1;панельный;р-н Дзержинский;улица Заречная, 162;0
2;54.0;4;2;5999900.0;евро;раздельный;нет;1975;0;0;кирпичный;р-н Дзержинский;улица Ленина, 67;0
2;76.0;10;5;6300000.0;косметический;совмещенный;лоджия;2000;1;0;кирпичный;р-н Дзержинский;улица Плеханова, 12;0
1;44.0;25;4;3980000.0;косметический;совмещенный;лоджия;2019;2;0;монолитный;р-н Свердловский;улица Героев Хасана, 11Б;1
3;112.0;17;5;10500000.0;евро;совмещенный;лоджия;2004;1;0;кирпичный;р-н Свердловский;улица Николая Островского, 69;1
1;37.0;14;10;2750000.0;косметический;совмещенный;лоджия;1981;1;1;кирпичный;р-н Свердловский;улица Моторостроителей, 21;0
3;69.0;9;7;4650000.0;косметический;совмещенный;балкон;1992;1;1;панельный;р-н Дзержинский;улица 1-я, ул.,;0
4;95.0;17;11;6700000.0;евро;раздельный;лоджия;2010;1;1;панельный;р-н Мотовилихинский;улица Хрустальная, 11;1
2;70.0;18;17;6890000.0;косметический;совмещенный;лоджия;2005;2;0;кирпичный;р-н Мотовилихинский;бульвар Гагарина, 26;1
4;212.0;6;5;15000000.0;дизайнерский;раздельный;лоджия;1999;1;0;кирпичный;р-н Кировский;улица Кировоградская, 40;1
3;82.0;17;15;6250000.0;евро;раздельный;балкон;2009;1;0;кирпичный;р-н Свердловский;улица Новосибирская, 13;1
2;53.0;14;10;4300000.0;требует ремонта;раздельный;лоджия;1976;1;1;кирпичный;р-н Индустриальный;шоссеКосмонавтов, 110;0
2;81.0;10;3;4900000.0;евро;раздельный;лоджия;2006;1;0;кирпичный;р-н Кировский;улица Кировоградская, 6;0
1;13.0;9;1;720000.0;косметический;совмещенный;балкон;1980;1;0;кирпичный;р-н Свердловский;улица Тбилисская, 1А;1
4;92.0;5;5;9800000.0;требует ремонта;раздельный;балкон;1959;0;0;кирпичный;р-н Мотовилихинский;улица Уральская, 113;0
2;56.0;16;3;5450000.0;евро;раздельный;лоджия;2015;2;1;панельный;р-н Индустриальный;улица Космонавта Беляева, 8;1
4;102.0;10;9;6200000.0;дизайнерский;раздельный;лоджия;2003;1;0;панельный;р-н Кировский;улица Каляева, 20;1
1;37.0;20;17;3750000.0;косметический;совмещенный;лоджия;2020;3;0;монолитный;р-н Индустриальный;улица Карпинского, 14;1
2;54.0;9;7;2800000.0;требует ремонта;раздельный;лоджия;1988;1;1;панельный;р-н Орджоникидзевский;улица Молдавская, 6Б;0
3;63.0;9;2;6300000.0;косметический;раздельный;балкон;1973;1;1;панельный;р-н Ленинский;улица Пушкина, 7;0
1;40.0;16;10;3800000.0;евро;совмещенный;балкон;2001;1;1;панельный;р-н Дзержинский;улица Толмачёва, 17;1
3;64.0;10;3;3550000.0;требует ремонта;раздельный;балкон;1993;1;1;панельный;р-н Мотовилихинский;улица Восстания, 13;0
1;39.0;17;13;3700000.0;косметический;совмещенный;лоджия;2012;1;0;кирпичный;р-н Свердловский;улица Холмогорская, 4В;1
1;37.0;9;8;3500000.0;косметический;совмещенный;лоджия;2013;1;0;кирпичный;р-н Индустриальный;улица Льва Толстого, 2;1
2;44.0;5;5;3030000.0;косметический;совмещенный;балкон;1971;0;0;панельный;р-н Индустриальный;улица Архитектора Свиязева, 40/3;0
1;54.0;6;2;2650000.0;косметический;раздельный;лоджия;2003;0;0;кирпичный;р-н Орджоникидзевский;улица Александра Щербакова, 47А;0
3;67.0;9;3;4300000.0;дизайнерский;раздельный;лоджия;1982;1;1;панельный;р-н Свердловский;улица Запорожская, 17;0
1;43.0;25;16;3690000.0;косметический;совмещенный;лоджия;2017;2;0;монолитный;р-н Мотовилихинский;улица Пушкарская, 136А;1
3;75.0;17;5;4150000.0;дизайнерский;раздельный;балкон;2009;1;0;кирпичный;р-н Орджоникидзевский;улица Карбышева, 6;1
1;31.0;9;1;2150000.0;косметический;совмещенный;лоджия;1994;1;0;кирпичный;р-н Орджоникидзевский;улица Кронита, 11;0
2;71.0;10;7;4400000.0;косметический;раздельный;лоджия;1999;1;0;кирпичный;р-н Свердловский;улица Коломенская, 57;0
2;40.0;3;3;1750000.0;требует ремонта;совмещенный;нет;1961;0;0;кирпичный;р-н Мотовилихинский;улица ДОС, 1;0
2;42.0;5;5;2850000.0;косметический;совмещенный;балкон;1962;0;0;кирпичный;р-н Индустриальный;улица Дениса Давыдова, 17;0
3;62.0;9;6;5300000.0;косметический;раздельный;лоджия;1978;1;1;кирпичный;р-н Свердловский;улица Революции, 18;0
2;53.0;10;1;3650000.0;косметический;раздельный;нет;2013;2;1;панельный;р-н Дзержинский;улица Костычева, 44А;0
2;51.0;10;8;4699000.0;косметический;раздельный;лоджия;2007;1;0;панельный;р-н Мотовилихинский;улица Анри Барбюса, 60;1
4;94.0;3;2;4450000.0;косметический;раздельный;балкон;1956;0;0;блочный;р-н Кировский;улица Ласьвинская, 12;0
4;141.0;10;9;8775213.0;требует ремонта;несколько;лоджия;2020;1;0;монолитный;р-н Мотовилихинский;улица Сакко и Ванцетти, 93А;0
1;13.0;9;1;720000.0;косметический;совмещенный;нет;1987;1;1;кирпичный;р-н Свердловский;улица Тбилисская, 1А;1
3;80.0;16;15;6300000.0;требует ремонта;раздельный;балкон;2012;1;1;панельный;р-н Кировский;улица Маршала Рыбалко, 43;1
2;35.0;9;6;1590000.0;требует ремонта;раздельный;нет;1986;1;1;кирпичный;р-н Дзержинский;улица Хабаровская, 173;0
1;50.0;10;9;4200000.0;косметический;совмещенный;лоджия;2005;1;0;кирпичный;р-н Кировский;улица Адмирала Макарова, 22А;0
1;31.0;2;1;1500000.0;косметический;совмещенный;нет;1957;0;0;кирпичный;р-н Свердловский;улица Кузбасская, 41;0
3;60.0;9;9;3000000.0;косметический;совмещенный;лоджия;1990;1;1;панельный;р-н Орджоникидзевский;улица Кабельщиков, 95;0
3;70.0;10;3;4750000.0;косметический;раздельный;лоджия;1994;1;1;панельный;р-н Дзержинский;улица Костычева, 42;0
3;127.0;12;3;7900000.0;дизайнерский;раздельный;лоджия;2003;1;1;кирпичный;р-н Кировский;улица Кировоградская, 66;1
2;55.0;14;12;3500000.0;косметический;раздельный;лоджия;1979;1;1;кирпичный;р-н Свердловский;улица Моторостроителей, 15;0
3;67.0;10;1;2950000.0;косметический;раздельный;нет;1993;1;0;панельный;р-н Орджоникидзевский;улица Кабельщиков, 17;0
3;57.0;5;2;3248000.0;косметический;совмещенный;лоджия;1978;0;0;кирпичный;р-н Свердловский;улица Тбилисская, 9А;0
3;61.0;5;2;2800000.0;косметический;раздельный;балкон;1960;0;0;панельный;р-н Мотовилихинский;улица Ивана Франко, 40/1;0
1;31.0;9;5;2600000.0;косметический;совмещенный;балкон;1968;1;1;кирпичный;р-н Свердловский;улица Клары Цеткин, 19;0
3;61.0;9;3;5200000.0;косметический;раздельный;лоджия;1988;1;0;кирпичный;р-н Свердловский;улица Революции, 5;0
1;43.0;17;15;3300000.0;косметический;совмещенный;лоджия;2012;1;1;кирпичный;р-н Кировский;улица Автозаводская, 44А;1
1;41.0;19;15;3700000.0;косметический;совмещенный;лоджия;2016;2;1;монолитный;р-н Свердловский;улица Уфимская, 10А;1
2;44.0;9;9;2750000.0;евро;совмещенный;лоджия;1983;1;1;панельный;р-н Орджоникидзевский;улица Карбышева, 82/1;0
4;155.0;6;6;17000000.0;дизайнерский;несколько;балкон;2013;1;0;кирпичный;р-н Ленинский;Комсомольский проспект, 38;0
2;52.0;10;6;4200000.0;косметический;раздельный;лоджия;1993;1;1;кирпичный;р-н Свердловский;улица Революции, 6;0
4;163.0;25;18;16990000.0;дизайнерский;несколько;нет;2009;2;1;монолитный;р-н Свердловский;улица Чернышевского, 15А;1
2;49.0;10;10;4700000.0;евро;совмещенный;лоджия;1991;1;1;кирпичный;р-н Ленинский;улица Луначарского, 51;0
1;21.0;25;21;1990000.0;требует ремонта;совмещенный;лоджия;2021;2;0;монолитный;р-н Кировский;улица Буксирная, 10;1
1;41.0;17;3;3450000.0;косметический;раздельный;лоджия;1987;1;1;кирпичный;р-н Ленинский;улица Попова, 25;0
3;125.0;18;13;8300000.0;дизайнерский;несколько;лоджия;2014;2;0;кирпичный;р-н Мотовилихинский;улица Металлистов, 5;1
2;24.0;5;5;1420000.0;косметический;совмещенный;нет;1975;0;0;кирпичный;р-н Орджоникидзевский;улица Академика Веденеева, 13;1
1;38.0;10;10;3300000.0;косметический;раздельный;лоджия;2009;1;1;панельный;р-н Индустриальный;улица Космонавта Беляева, 35;1
4;100.0;5;2;4500000.0;косметический;раздельный;нет;1976;0;0;кирпичный;р-н Свердловский;улица Лукоянова, 8/1;0
3;81.0;7;4;9300000.0;дизайнерский;совмещенный;лоджия;2007;1;0;кирпичный;р-н Ленинский;улица Ленина, 10;0
2;65.0;10;7;4470000.0;евро;совмещенный;лоджия;2014;1;0;кирпичный;р-н Кировский;улица Танцорова, 37;0
5;197.0;20;13;20000000.0;дизайнерский;несколько;лоджия;2005;1;0;кирпичный;р-н Индустриальный;улица Мира, 45;1
2;45.0;5;1;2950000.0;косметический;раздельный;нет;1975;0;0;кирпичный;р-н Дзержинский;улица Рабочая, 25;0
3;68.0;10;4;4300000.0;косметический;раздельный;лоджия;2009;1;1;панельный;р-н Кировский;улица Каляева, 20;0
3;94.0;25;22;7990000.0;дизайнерский;несколько;балкон;2012;2;0;монолитный;р-н Индустриальный;улица Космонавта Беляева, 40В;1
4;86.0;9;3;4900000.0;косметический;раздельный;лоджия;1988;1;1;панельный;р-н Мотовилихинский;улица Юрша, 5;0
2;49.0;20;2;5200000.0;требует ремонта;совмещенный;лоджия;2021;1;0;монолитный;р-н Индустриальный;улица Карпинского, 49А;1
1;36.0;10;8;1940000.0;косметический;раздельный;лоджия;2006;1;1;панельный;р-н Орджоникидзевский;улица Памирская, 32А;0
4;163.0;25;18;16990000.0;дизайнерский;несколько;нет;2009;2;1;монолитный;р-н Свердловский;улица Чернышевского, 15А;1
4;153.0;16;1;5100000.0;косметический;несколько;лоджия;2015;1;0;монолитный;р-н Орджоникидзевский;улица Янаульская, 18;1
1;30.0;2;1;1450000.0;требует ремонта;совмещенный;нет;1957;0;0;кирпичный;р-н Свердловский;улица Весенняя, 3;0
2;83.0;17;16;7700000.0;косметический;совмещенный;балкон;2011;2;0;монолитный;р-н Свердловский;улица Николая Островского, 64;1
1;37.0;22;17;3100000.0;косметический;совмещенный;лоджия;2018;1;0;монолитный;р-н Свердловский;улица Солдатова, 29В;1
2;49.0;10;10;4700000.0;евро;совмещенный;лоджия;1991;1;1;кирпичный;р-н Ленинский;улица Луначарского, 51;0
1;29.0;19;1;2600000.0;косметический;совмещенный;лоджия;2014;1;1;кирпичный;р-н Индустриальный;улица Веры Засулич, 46А;0
1;32.0;5;1;1800000.0;требует ремонта;совмещенный;нет;1985;0;0;кирпичный;р-н Орджоникидзевский;улица Гайвинская, 6;0
3;80.0;16;5;4990000.0;косметический;раздельный;лоджия;2013;1;1;монолитный;р-н Дзержинский;улица Докучаева, 52;0
1;36.0;9;9;2200000.0;требует ремонта;совмещенный;лоджия;1992;1;1;кирпичный;р-н Дзержинский;улица Маяковского, 43;0
4;92.0;24;10;11500000.0;евро;несколько;лоджия;2013;2;0;монолитный;р-н Свердловский;улица Чернышевского, 15В;1
1;32.0;3;2;2800000.0;дизайнерский;совмещенный;нет;1959;0;0;кирпичный;р-н Свердловский;улица Краснофлотская, 15;0
3;60.0;10;1;4000000.0;косметический;раздельный;лоджия;1986;1;1;кирпичный;р-н Индустриальный;улица Архитектора Свиязева, 58;0
