number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;garbage chute;type of house;district;street;concierge;distance;price for metre;district population;green rate;repair rate;bathroom rate;terrace rate;age
2;50.0;10;5;4200000.0;требует ремонта;раздельный;лоджия;1990;1;1;кирпичный;р-н Ленинский;улица Пушкина, 113;0;879.9788537129914;85854.45308674303;54741;4;0;2;2;31
2;43.0;5;5;3500000.0;евро;совмещенный;балкон;1961;0;0;кирпичный;р-н Свердловский;улица Лодыгина, 3А;0;4916.533521439176;74318.1778421745;218220;2;2;1;1;60
2;66.0;23;7;5290000.0;косметический;раздельный;лоджия;2010;1;1;монолитный;р-н Дзержинский;улица Татьяны Барамзиной, 54;0;2633.056027610512;76055.00621772064;166466;5;1;2;2;11
3;56.0;9;3;3650000.0;косметический;раздельный;лоджия;1979;1;1;панельный;р-н Свердловский;улица Яблочкова, 23Б;0;4266.442320939368;74318.1778421745;218220;2;1;2;2;42
3;88.0;17;14;5350000.0;косметический;раздельный;лоджия;2007;1;0;кирпичный;р-н Свердловский;улица Новосибирская, 13;1;5062.139459937885;74318.1778421745;218220;2;1;2;2;14
1;32.0;5;5;2200000.0;косметический;совмещенный;балкон;1982;0;0;кирпичный;р-н Дзержинский;улица Сочинская, 4;0;6557.430946349567;76055.00621772064;166466;5;1;1;1;39
1;37.0;20;14;2300000.0;косметический;совмещенный;балкон;2015;2;0;панельный;р-н Кировский;улица Автозаводская, 30;1;16489.12629099654;62889.363336951275;130798;5;1;1;1;6
3;88.0;19;14;5700000.0;дизайнерский;совмещенный;лоджия;2020;1;1;кирпичный;р-н Дзержинский;улица Челюскинцев, 23;0;2627.3763702879046;76055.00621772064;166466;5;3;1;2;1
1;61.0;16;4;4600000.0;косметический;совмещенный;лоджия;2014;1;0;кирпичный;р-н Индустриальный;улица Космонавта Беляева, 8;1;4381.674820436733;78168.86137903988;169613;3;1;1;2;7
2;44.0;3;3;1960000.0;косметический;раздельный;балкон;1958;0;0;кирпичный;р-н Кировский;улица Оборонщиков, 3;0;15579.42309938449;62889.363336951275;130798;5;1;2;1;63
3;54.0;14;10;4649000.0;требует ремонта;раздельный;лоджия;1976;1;1;кирпичный;р-н Дзержинский;улица Екатерининская, 169;1;1113.1340782731015;76055.00621772064;166466;5;0;2;2;45
1;34.0;9;9;2800000.0;косметический;раздельный;балкон;1986;1;1;панельный;р-н Свердловский;улица Вижайская, 20;0;5064.255680744743;74318.1778421745;218220;2;1;2;1;35
3;57.0;5;5;4100000.0;евро;раздельный;балкон;1972;0;0;кирпичный;р-н Дзержинский;улица Петропавловская, 111;0;1331.8038315325805;76055.00621772064;166466;5;2;2;1;49
3;86.0;14;7;4990000.0;косметический;раздельный;лоджия;2007;1;1;кирпичный;р-н Мотовилихинский;улица Ивана Франко, 44;1;9820.52012526724;69325.50503743357;193639;4;1;2;2;14
1;48.0;25;17;4150000.0;евро;совмещенный;лоджия;2011;2;0;монолитный;р-н Индустриальный;улица Космонавта Беляева, 40В;1;5451.214013707145;78168.86137903988;169613;3;2;1;2;10
1;13.0;9;1;720000.0;косметический;совмещенный;балкон;1981;1;1;кирпичный;р-н Свердловский;улица Тбилисская, 1А;1;5431.84511897113;74318.1778421745;218220;2;1;1;1;40
3;60.0;9;1;3699999.0;косметический;совмещенный;лоджия;1980;1;0;панельный;р-н Мотовилихинский;улица Аркадия Гайдара, 9А;0;4416.595027935367;69325.50503743357;193639;4;1;1;2;41
4;77.0;10;4;4200000.0;косметический;раздельный;лоджия;1999;1;1;кирпичный;р-н Мотовилихинский;улица Свободы, 21;0;6165.151250238876;69325.50503743357;193639;4;1;2;2;22
1;36.0;2;2;1550000.0;косметический;раздельный;нет;1957;0;0;кирпичный;р-н Кировский;улица Новоржевская, 9;0;17489.3393553903;62889.363336951275;130798;5;1;2;0;64
1;34.0;9;5;3200000.0;косметический;раздельный;лоджия;1988;1;1;панельный;р-н Свердловский;улица Яблочкова, 48;0;4457.428453684615;74318.1778421745;218220;2;1;2;2;33
1;31.0;5;5;1899000.0;косметический;раздельный;балкон;1969;0;0;кирпичный;р-н Кировский;улица Адмирала Нахимова, 34;0;16450.9790918597;62889.363336951275;130798;5;1;2;1;52
1;13.0;5;1;800000.0;косметический;раздельный;нет;1971;0;0;кирпичный;р-н Орджоникидзевский;улица Академика Веденеева, 7;1;14391.25072173134;53809.059009550336;115722;4;1;2;0;50
1;17.0;5;5;1100000.0;косметический;совмещенный;нет;1971;0;0;кирпичный;р-н Орджоникидзевский;улица Академика Веденеева, 7;1;14391.25072173134;53809.059009550336;115722;4;1;1;0;50
2;54.0;10;7;2700000.0;требует ремонта;раздельный;лоджия;2004;1;1;панельный;р-н Кировский;улица Генерала Панфилова, 2;0;23432.101025233074;62889.363336951275;130798;5;0;2;2;17
3;60.0;5;1;3890000.0;косметический;совмещенный;нет;1970;0;0;кирпичный;р-н Свердловский;улица Фонтанная, 7;0;3115.0092792631613;74318.1778421745;218220;2;1;1;0;51
3;42.0;5;5;2840000.0;косметический;совмещенный;балкон;1965;0;0;кирпичный;р-н Индустриальный;улица Мира, 47;0;4450.7351640818615;78168.86137903988;169613;3;1;1;1;56
2;44.0;9;8;3400000.0;требует ремонта;раздельный;лоджия;1980;1;1;панельный;р-н Дзержинский;Парковый проспект, 13А;0;4583.464195465719;76055.00621772064;166466;5;0;2;2;41
1;34.0;10;5;3200000.0;косметический;раздельный;лоджия;2005;1;0;панельный;р-н Индустриальный;проспект Декабристов, 23;0;4021.510929055144;78168.86137903988;169613;3;1;2;2;16
1;38.0;7;4;2999000.0;евро;раздельный;лоджия;2007;1;1;панельный;р-н Дзержинский;улица Транспортная, 11;1;5799.935897546818;76055.00621772064;166466;5;2;2;2;14
1;34.0;10;9;3050000.0;косметический;раздельный;лоджия;1988;1;1;панельный;р-н Индустриальный;проспект Декабристов, 33;0;4324.106470103412;78168.86137903988;169613;3;1;2;2;33
1;53.0;16;3;4290000.0;косметический;совмещенный;балкон;2007;1;0;кирпичный;р-н Мотовилихинский;улица Пушкарская, 100;1;4534.634077385381;69325.50503743357;193639;4;1;1;1;14
1;35.0;12;2;2950000.0;дизайнерский;совмещенный;лоджия;2007;1;1;кирпичный;р-н Мотовилихинский;улица Ивана Франко, 44;1;9820.52012526724;69325.50503743357;193639;4;3;1;2;14
1;33.0;12;4;2850000.0;требует ремонта;раздельный;балкон;1979;2;1;панельный;р-н Индустриальный;улица Карпинского, 87;0;3976.635462734156;78168.86137903988;169613;3;0;2;1;42
1;32.0;12;8;3100000.0;косметический;совмещенный;балкон;1979;2;1;панельный;р-н Индустриальный;улица Карпинского, 87;0;3976.635462734156;78168.86137903988;169613;3;1;1;1;42
1;35.0;12;5;2480000.0;косметический;совмещенный;лоджия;1976;1;0;кирпичный;р-н Кировский;улица Маршала Рыбалко, 49;0;15868.054008671374;62889.363336951275;130798;5;1;1;2;45
3;60.0;9;8;3800000.0;косметический;раздельный;лоджия;1975;1;1;кирпичный;р-н Свердловский;улица Суздальская, 3;0;5177.870640279065;74318.1778421745;218220;2;1;2;2;46
1;46.0;17;16;4400000.0;евро;совмещенный;лоджия;2011;1;0;монолитный;р-н Индустриальный;улица Танкистов, 9;1;2333.230121262324;78168.86137903988;169613;3;2;1;2;10
2;43.0;13;8;4500000.0;косметический;совмещенный;балкон;2021;2;0;монолитный;р-н Индустриальный;улица Теплогорская, 24к3;1;4534.853994817608;78168.86137903988;169613;3;1;1;1;0
1;42.0;10;3;2849000.0;косметический;раздельный;лоджия;2003;1;1;панельный;р-н Дзержинский;улица Ветлужская, 125;0;9215.303620319064;76055.00621772064;166466;5;1;2;2;18
3;46.0;5;5;2600000.0;требует ремонта;раздельный;балкон;1968;0;0;панельный;р-н Свердловский;улица Балхашская, 205;0;5250.204288607057;74318.1778421745;218220;2;0;2;1;53
2;39.0;16;9;2950000.0;дизайнерский;совмещенный;лоджия;2020;1;0;кирпичный;р-н Свердловский;улица Куйбышева, 109А;1;2998.357613862765;74318.1778421745;218220;2;3;1;2;1
2;39.0;16;9;2950000.0;дизайнерский;совмещенный;лоджия;2020;1;0;кирпичный;р-н Свердловский;улица Куйбышева, 109А;1;2998.357613862765;74318.1778421745;218220;2;3;1;2;1
1;34.0;9;5;3100000.0;требует ремонта;совмещенный;лоджия;1975;1;1;кирпичный;р-н Индустриальный;улица Карпинского, 57;0;3210.9785451015564;78168.86137903988;169613;3;0;1;2;46
1;33.0;17;7;2330000.0;косметический;совмещенный;балкон;2017;2;0;кирпичный;р-н Орджоникидзевский;улица Карбышева, 47А;1;12129.696481829464;53809.059009550336;115722;4;1;1;1;4
1;35.0;3;3;3530000.0;дизайнерский;совмещенный;балкон;2013;0;0;кирпичный;р-н Дзержинский;улица микрорайон, Высоковольтная, 12;0;7363.049392824845;76055.00621772064;166466;5;3;1;1;8
3;74.0;9;8;5000000.0;требует ремонта;раздельный;лоджия;1990;1;1;кирпичный;р-н Мотовилихинский;улица Крупской, 42Б;0;647.9225160410002;69325.50503743357;193639;4;0;2;2;31
2;42.0;3;1;1790000.0;косметический;совмещенный;нет;1958;0;0;кирпичный;р-н Кировский;улица Победы, 31;0;17769.418378312505;62889.363336951275;130798;5;1;1;0;63
1;36.0;16;7;3450000.0;косметический;совмещенный;лоджия;2016;1;1;кирпичный;р-н Индустриальный;улица Веры Засулич, 50;0;4537.395235856924;78168.86137903988;169613;3;1;1;2;5
2;70.0;14;2;3300000.0;косметический;раздельный;балкон;2013;1;1;кирпичный;р-н Мотовилихинский;улица Постаногова, 3;0;6270.235565711365;69325.50503743357;193639;4;1;2;1;8
3;69.0;10;3;5300000.0;евро;раздельный;лоджия;2005;1;0;панельный;р-н Индустриальный;улица Норильская, 13к1;0;4846.9877669744665;78168.86137903988;169613;3;2;2;2;16
3;66.0;10;5;3750000.0;дизайнерский;раздельный;лоджия;1992;1;1;панельный;р-н Орджоникидзевский;улица Генерала Черняховского, 58;0;13347.935464904756;53809.059009550336;115722;4;3;2;2;29
3;59.0;9;7;3500000.0;требует ремонта;раздельный;лоджия;1971;1;1;панельный;р-н Индустриальный;улица Архитектора Свиязева, 38;0;6115.307643602957;78168.86137903988;169613;3;0;2;2;50
2;56.0;3;2;2650000.0;косметический;раздельный;нет;1959;0;0;кирпичный;р-н Дзержинский;улица Транспортная, 29;0;6378.296637162465;76055.00621772064;166466;5;1;2;0;62
2;42.0;5;5;1850000.0;косметический;совмещенный;балкон;1964;0;0;кирпичный;р-н Кировский;улица Химградская, 11;0;17168.21623968098;62889.363336951275;130798;5;1;1;1;57
3;75.0;10;10;5850000.0;косметический;раздельный;лоджия;2004;1;0;панельный;р-н Дзержинский;улица Желябова, 3;1;4635.048661380336;76055.00621772064;166466;5;1;2;2;17
2;54.0;12;3;4300000.0;требует ремонта;раздельный;лоджия;1989;2;1;кирпичный;р-н Индустриальный;улица Советской Армии, 45;1;3788.726702846525;78168.86137903988;169613;3;0;2;2;32
4;61.0;5;2;3100000.0;косметический;раздельный;балкон;1971;0;0;кирпичный;р-н Орджоникидзевский;улица Волховская, 36;0;14438.01734263905;53809.059009550336;115722;4;1;2;1;50
2;36.0;16;4;2865000.0;евро;совмещенный;нет;2020;3;0;кирпичный;р-н Свердловский;улица Куйбышева, 109А;1;2998.357613862765;74318.1778421745;218220;2;2;1;0;1
4;85.0;10;9;4800000.0;косметический;раздельный;балкон;1993;1;1;панельный;р-н Мотовилихинский;улица Уинская, 4;0;4528.376947650984;69325.50503743357;193639;4;1;2;1;28
1;43.0;23;22;4080000.0;косметический;совмещенный;лоджия;2021;3;0;монолитный;р-н Индустриальный;улица Комбайнёров, 43;1;4511.62326184848;78168.86137903988;169613;3;1;1;2;0
3;66.0;10;9;3240000.0;косметический;раздельный;балкон;1993;1;1;панельный;р-н Орджоникидзевский;улица Кабельщиков, 17;0;10774.086341522096;53809.059009550336;115722;4;1;2;1;28
2;45.0;5;5;2490000.0;требует ремонта;совмещенный;балкон;1965;0;0;панельный;р-н Дзержинский;улица Вагонная, 7;0;8877.182047994453;76055.00621772064;166466;5;0;1;1;56
1;38.0;10;9;2850000.0;косметический;раздельный;лоджия;2005;1;1;панельный;р-н Кировский;улица Сокольская, 18;0;12093.377267198532;62889.363336951275;130798;5;1;2;2;16
1;36.0;17;16;2350000.0;требует ремонта;совмещенный;лоджия;2016;1;1;кирпичный;р-н Кировский;улица Калинина, 64А;0;12232.483707614498;62889.363336951275;130798;5;0;1;2;5
2;44.0;5;1;2050000.0;косметический;раздельный;нет;1976;0;0;панельный;р-н Орджоникидзевский;улица Вильямса, 45;0;11260.622567795284;53809.059009550336;115722;4;1;2;0;45
2;45.0;5;5;2400000.0;косметический;раздельный;балкон;1976;0;0;панельный;р-н Кировский;улица Ласьвинская, 64;0;17276.738073513334;62889.363336951275;130798;5;1;2;1;45
3;59.0;9;2;2850000.0;косметический;раздельный;лоджия;1976;1;1;панельный;р-н Орджоникидзевский;улица Кабельщиков, 95;0;12262.585095897017;53809.059009550336;115722;4;1;2;2;45
1;40.0;17;2;3850000.0;евро;совмещенный;лоджия;2020;1;0;кирпичный;р-н Дзержинский;улица Плеханова, 65;1;1662.777221554176;76055.00621772064;166466;5;2;1;2;1
3;75.0;17;16;5450000.0;косметический;несколько;лоджия;2011;1;0;кирпичный;р-н Свердловский;улица Холмогорская, 2Е;1;4410.902690378007;74318.1778421745;218220;2;1;6;2;10
1;25.0;24;9;1900000.0;евро;совмещенный;лоджия;2018;2;0;монолитный;р-н Орджоникидзевский;улица Вильямса, 51А;1;11124.930568592496;53809.059009550336;115722;4;2;1;2;3
1;29.0;3;2;1800000.0;косметический;совмещенный;балкон;1962;0;0;кирпичный;р-н Мотовилихинский;улица ДОС, 1;0;4475.229007121122;69325.50503743357;193639;4;1;1;1;59
1;46.0;25;8;3480000.0;косметический;совмещенный;балкон;2014;2;1;монолитный;р-н Мотовилихинский;улица Уинская, 29;0;5695.679047318001;69325.50503743357;193639;4;1;1;1;7
3;106.0;8;3;5390000.0;дизайнерский;несколько;лоджия;2001;1;0;кирпичный;р-н Кировский;улица Маршала Рыбалко, 12А;0;16656.992911032645;62889.363336951275;130798;5;3;6;2;20
3;106.0;8;3;5390000.0;дизайнерский;несколько;лоджия;2001;1;0;кирпичный;р-н Кировский;улица Маршала Рыбалко, 12А;0;16656.992911032645;62889.363336951275;130798;5;3;6;2;20
1;33.0;5;5;930000.0;требует ремонта;совмещенный;балкон;1975;0;0;панельный;р-н Орджоникидзевский;улица Водозаборная, 1;0;22097.603285985173;53809.059009550336;115722;4;0;1;1;46
1;25.0;5;5;2050000.0;косметический;совмещенный;балкон;1982;0;0;панельный;р-н Дзержинский;улица Докучаева, 28;0;6054.063070637775;76055.00621772064;166466;5;1;1;1;39
2;69.0;16;1;4200000.0;косметический;раздельный;лоджия;2014;1;1;панельный;р-н Кировский;улица Оханская, 31;1;12243.70755598446;62889.363336951275;130798;5;1;2;2;7
3;74.0;16;16;5450000.0;дизайнерский;совмещенный;лоджия;1994;1;1;панельный;р-н Индустриальный;улица Мира, 31;1;21057.74464249972;78168.86137903988;169613;3;3;1;2;27
1;53.0;10;10;4280000.0;евро;совмещенный;лоджия;2002;1;0;кирпичный;р-н Мотовилихинский;улица Уинская, 9;1;4722.991694229498;69325.50503743357;193639;4;2;1;2;19
2;67.0;16;5;5700000.0;евро;несколько;лоджия;2013;2;1;кирпичный;р-н Дзержинский;улица Крисанова, 73А;1;1405.4793639319914;76055.00621772064;166466;5;2;6;2;8
3;70.0;14;8;4990000.0;косметический;раздельный;лоджия;1997;1;1;монолитный;р-н Индустриальный;улица Космонавта Леонова, 56А;0;5629.157696940996;78168.86137903988;169613;3;1;2;2;24
3;60.0;10;7;3499999.0;требует ремонта;раздельный;лоджия;1991;1;1;кирпичный;р-н Мотовилихинский;улица Гашкова, 28;0;8917.85240701614;69325.50503743357;193639;4;0;2;2;30
3;58.0;9;5;4550000.0;косметический;раздельный;лоджия;1985;1;1;кирпичный;р-н Свердловский;улица Революции, 3/4;0;3105.7089260232488;74318.1778421745;218220;2;1;2;2;36
1;31.0;2;1;1500000.0;косметический;совмещенный;нет;1957;0;0;кирпичный;р-н Свердловский;улица Кузбасская, 41;0;5521.661083185583;74318.1778421745;218220;2;1;1;0;64
2;42.0;5;2;3000000.0;косметический;совмещенный;балкон;1966;0;0;кирпичный;р-н Мотовилихинский;бульвар Гагарина, 64;0;3820.3178118556734;69325.50503743357;193639;4;1;1;1;55
3;67.0;9;3;3550000.0;косметический;раздельный;лоджия;1989;1;0;панельный;р-н Мотовилихинский;улица Евгения Пермяка, 1;0;9039.148459223396;69325.50503743357;193639;4;1;2;2;32
1;48.0;19;3;5250000.0;требует ремонта;совмещенный;балкон;2021;1;0;монолитный;р-н Индустриальный;улица Карпинского, 49А;1;3042.066289689201;78168.86137903988;169613;3;0;1;1;0
3;63.0;9;5;3500000.0;требует ремонта;раздельный;лоджия;1968;1;1;панельный;р-н Свердловский;улица Братская, 2/1;0;4895.535888905948;74318.1778421745;218220;2;0;2;2;53
1;34.0;10;1;1850000.0;косметический;раздельный;нет;1987;1;1;панельный;р-н Кировский;улица Генерала Панфилова, 6/1;0;23149.61347939299;62889.363336951275;130798;5;1;2;0;34
3;67.0;9;5;5600000.0;косметический;раздельный;балкон;1991;1;1;панельный;р-н Мотовилихинский;улица Уинская, 8;0;4779.871510663284;69325.50503743357;193639;4;1;2;1;30
3;66.0;9;1;3500000.0;косметический;раздельный;нет;1987;1;1;панельный;р-н Мотовилихинский;улица Гашкова, 26;0;9099.245923752833;69325.50503743357;193639;4;1;2;0;34
2;41.0;5;1;2750000.0;косметический;совмещенный;нет;1965;0;0;кирпичный;р-н Свердловский;улица Льва Шатрова, 22;0;3615.012774308857;74318.1778421745;218220;2;1;1;0;56
3;60.0;9;7;2850000.0;косметический;раздельный;лоджия;1983;1;1;панельный;р-н Орджоникидзевский;улица Карбышева, 84;0;11773.247152404752;53809.059009550336;115722;4;1;2;2;38
1;34.0;25;15;3499000.0;косметический;совмещенный;лоджия;2018;2;0;монолитный;р-н Дзержинский;улица Крылова, 17;1;1275.6293840464073;76055.00621772064;166466;5;1;1;2;3
2;44.0;5;3;2850000.0;косметический;совмещенный;балкон;1959;0;0;кирпичный;р-н Мотовилихинский;улица Крупской, 35;0;3379.549821472606;69325.50503743357;193639;4;1;1;1;62
1;35.0;14;12;2600000.0;косметический;совмещенный;лоджия;1975;2;1;кирпичный;р-н Дзержинский;улица Челюскинцев, 21;0;2578.180049761083;76055.00621772064;166466;5;1;1;2;46
3;68.0;9;4;5500000.0;косметический;раздельный;балкон;1989;1;1;панельный;р-н Мотовилихинский;улица Юрша, 3А;0;4708.534281986051;69325.50503743357;193639;4;1;2;1;32
1;43.0;16;3;4500000.0;косметический;совмещенный;лоджия;1998;2;0;кирпичный;р-н Ленинский;улица Пермская, 124;1;565.404579499135;85854.45308674303;54741;4;1;1;2;23
1;53.0;17;4;3099000.0;евро;совмещенный;балкон;2008;1;0;монолитный;р-н Орджоникидзевский;улица Янаульская, 34;1;10643.26065915514;53809.059009550336;115722;4;2;1;1;13
3;62.0;5;5;3650000.0;косметический;раздельный;лоджия;1984;0;0;кирпичный;р-н Кировский;улица Калинина, 30А;0;12274.497608503918;62889.363336951275;130798;5;1;2;2;37
3;57.0;12;10;5400000.0;евро;раздельный;лоджия;1972;2;1;кирпичный;р-н Ленинский;улица Петропавловская, 85;0;375.62111933696775;85854.45308674303;54741;4;2;2;2;49
2;61.0;3;2;2700000.0;евро;совмещенный;нет;1959;0;0;блочный;р-н Кировский;улица Федосеева, 13;0;16601.87449860795;62889.363336951275;130798;5;2;1;0;62
3;66.0;10;2;3950000.0;косметический;раздельный;лоджия;1994;1;1;панельный;р-н Дзержинский;улица Заречная, 162;0;8717.744349254159;76055.00621772064;166466;5;1;2;2;27
1;44.0;25;4;3980000.0;косметический;совмещенный;лоджия;2019;2;0;монолитный;р-н Свердловский;улица Героев Хасана, 11Б;1;2922.724156911036;74318.1778421745;218220;2;1;1;2;2
1;37.0;14;10;2750000.0;косметический;совмещенный;лоджия;1981;1;1;кирпичный;р-н Свердловский;улица Моторостроителей, 21;0;3044.26170149778;74318.1778421745;218220;2;1;1;2;40
3;69.0;9;7;4650000.0;косметический;совмещенный;балкон;1992;1;1;панельный;р-н Дзержинский;улица 1-я, ул.,;0;7047.943120404179;76055.00621772064;166466;5;1;1;1;29
2;53.0;14;10;4300000.0;требует ремонта;раздельный;лоджия;1976;1;1;кирпичный;р-н Индустриальный;шоссе Космонавтов, 110;0;2534.994970131589;78168.86137903988;169613;3;0;2;2;45
2;81.0;10;3;4900000.0;евро;раздельный;лоджия;2006;1;0;кирпичный;р-н Кировский;улица Кировоградская, 6;0;16611.407406492475;62889.363336951275;130798;5;2;2;2;15
1;13.0;9;1;720000.0;косметический;совмещенный;балкон;1980;1;0;кирпичный;р-н Свердловский;улица Тбилисская, 1А;1;5431.84511897113;74318.1778421745;218220;2;1;1;1;41
2;56.0;16;3;5450000.0;евро;раздельный;лоджия;2015;2;1;панельный;р-н Индустриальный;улица Космонавта Беляева, 8;1;4381.674820436733;78168.86137903988;169613;3;2;2;2;6
1;37.0;20;17;3750000.0;косметический;совмещенный;лоджия;2020;3;0;монолитный;р-н Индустриальный;улица Карпинского, 14;1;2317.5242309987857;78168.86137903988;169613;3;1;1;2;1
2;54.0;9;7;2800000.0;требует ремонта;раздельный;лоджия;1988;1;1;панельный;р-н Орджоникидзевский;улица Молдавская, 6Б;0;13556.175776472264;53809.059009550336;115722;4;0;2;2;33
1;40.0;16;10;3800000.0;евро;совмещенный;балкон;2001;1;1;панельный;р-н Дзержинский;улица Толмачёва, 17;1;1436.4161158956178;76055.00621772064;166466;5;2;1;1;20
3;64.0;10;3;3550000.0;требует ремонта;раздельный;балкон;1993;1;1;панельный;р-н Мотовилихинский;улица Восстания, 13;0;6520.988831238165;69325.50503743357;193639;4;0;2;1;28
1;39.0;17;13;3700000.0;косметический;совмещенный;лоджия;2012;1;0;кирпичный;р-н Свердловский;улица Холмогорская, 4В;1;4444.817037949614;74318.1778421745;218220;2;1;1;2;9
1;37.0;9;8;3500000.0;косметический;совмещенный;лоджия;2013;1;0;кирпичный;р-н Индустриальный;улица Льва Толстого, 2;1;2576.020219351363;78168.86137903988;169613;3;1;1;2;8
2;44.0;5;5;3030000.0;косметический;совмещенный;балкон;1971;0;0;панельный;р-н Индустриальный;улица Архитектора Свиязева, 40/3;0;6089.2422617183165;78168.86137903988;169613;3;1;1;1;50
1;54.0;6;2;2650000.0;косметический;раздельный;лоджия;2003;0;0;кирпичный;р-н Орджоникидзевский;улица Александра Щербакова, 47А;0;16284.223767540669;53809.059009550336;115722;4;1;2;2;18
3;67.0;9;3;4300000.0;дизайнерский;раздельный;лоджия;1982;1;1;панельный;р-н Свердловский;улица Запорожская, 17;0;4980.925486755417;74318.1778421745;218220;2;3;2;2;39
1;43.0;25;16;3690000.0;косметический;совмещенный;лоджия;2017;2;0;монолитный;р-н Мотовилихинский;улица Пушкарская, 136А;1;4802.969027211583;69325.50503743357;193639;4;1;1;2;4
3;75.0;17;5;4150000.0;дизайнерский;раздельный;балкон;2009;1;0;кирпичный;р-н Орджоникидзевский;улица Карбышева, 6;1;12844.365500242586;53809.059009550336;115722;4;3;2;1;12
1;31.0;9;1;2150000.0;косметический;совмещенный;лоджия;1994;1;0;кирпичный;р-н Орджоникидзевский;улица Кронита, 11;0;14507.626646367926;53809.059009550336;115722;4;1;1;2;27
2;71.0;10;7;4400000.0;косметический;раздельный;лоджия;1999;1;0;кирпичный;р-н Свердловский;улица Коломенская, 57;0;4554.29616574807;74318.1778421745;218220;2;1;2;2;22
2;40.0;3;3;1750000.0;требует ремонта;совмещенный;нет;1961;0;0;кирпичный;р-н Мотовилихинский;улица ДОС, 1;0;4475.229007121122;69325.50503743357;193639;4;0;1;0;60
2;42.0;5;5;2850000.0;косметический;совмещенный;балкон;1962;0;0;кирпичный;р-н Индустриальный;улица Дениса Давыдова, 17;0;5437.871767870808;78168.86137903988;169613;3;1;1;1;59
3;62.0;9;6;5300000.0;косметический;раздельный;лоджия;1978;1;1;кирпичный;р-н Свердловский;улица Революции, 18;0;3271.9962111766604;74318.1778421745;218220;2;1;2;2;43
2;53.0;10;1;3650000.0;косметический;раздельный;нет;2013;2;1;панельный;р-н Дзержинский;улица Костычева, 44А;0;5868.209722850895;76055.00621772064;166466;5;1;2;0;8
2;51.0;10;8;4699000.0;косметический;раздельный;лоджия;2007;1;0;панельный;р-н Мотовилихинский;улица Анри Барбюса, 60;1;5034.572955964355;69325.50503743357;193639;4;1;2;2;14
4;94.0;3;2;4450000.0;косметический;раздельный;балкон;1956;0;0;блочный;р-н Кировский;улица Ласьвинская, 12;0;16273.011737161496;62889.363336951275;130798;5;1;2;1;65
1;13.0;9;1;720000.0;косметический;совмещенный;нет;1987;1;1;кирпичный;р-н Свердловский;улица Тбилисская, 1А;1;5431.84511897113;74318.1778421745;218220;2;1;1;0;34
2;35.0;9;6;1590000.0;требует ремонта;раздельный;нет;1986;1;1;кирпичный;р-н Дзержинский;улица Хабаровская, 173;0;8865.898783166675;76055.00621772064;166466;5;0;2;0;35
1;50.0;10;9;4200000.0;косметический;совмещенный;лоджия;2005;1;0;кирпичный;р-н Кировский;улица Адмирала Макарова, 22А;0;11772.601161306153;62889.363336951275;130798;5;1;1;2;16
1;31.0;2;1;1500000.0;косметический;совмещенный;нет;1957;0;0;кирпичный;р-н Свердловский;улица Кузбасская, 41;0;5521.661083185583;74318.1778421745;218220;2;1;1;0;64
3;60.0;9;9;3000000.0;косметический;совмещенный;лоджия;1990;1;1;панельный;р-н Орджоникидзевский;улица Кабельщиков, 95;0;12262.585095897017;53809.059009550336;115722;4;1;1;2;31
3;70.0;10;3;4750000.0;косметический;раздельный;лоджия;1994;1;1;панельный;р-н Дзержинский;улица Костычева, 42;0;6031.069847893621;76055.00621772064;166466;5;1;2;2;27
2;55.0;14;12;3500000.0;косметический;раздельный;лоджия;1979;1;1;кирпичный;р-н Свердловский;улица Моторостроителей, 15;0;3350.4552942694445;74318.1778421745;218220;2;1;2;2;42
3;67.0;10;1;2950000.0;косметический;раздельный;нет;1993;1;0;панельный;р-н Орджоникидзевский;улица Кабельщиков, 17;0;10774.086341522096;53809.059009550336;115722;4;1;2;0;28
3;57.0;5;2;3248000.0;косметический;совмещенный;лоджия;1978;0;0;кирпичный;р-н Свердловский;улица Тбилисская, 9А;0;5386.522554497737;74318.1778421745;218220;2;1;1;2;43
3;61.0;5;2;2800000.0;косметический;раздельный;балкон;1960;0;0;панельный;р-н Мотовилихинский;улица Ивана Франко, 40/1;0;9707.606214914227;69325.50503743357;193639;4;1;2;1;61
1;31.0;9;5;2600000.0;косметический;совмещенный;балкон;1968;1;1;кирпичный;р-н Свердловский;улица Клары Цеткин, 19;0;2579.382454674736;74318.1778421745;218220;2;1;1;1;53
3;61.0;9;3;5200000.0;косметический;раздельный;лоджия;1988;1;0;кирпичный;р-н Свердловский;улица Революции, 5;0;3393.7072480464126;74318.1778421745;218220;2;1;2;2;33
1;43.0;17;15;3300000.0;косметический;совмещенный;лоджия;2012;1;1;кирпичный;р-н Кировский;улица Автозаводская, 44А;1;16196.559291606904;62889.363336951275;130798;5;1;1;2;9
1;41.0;19;15;3700000.0;косметический;совмещенный;лоджия;2016;2;1;монолитный;р-н Свердловский;улица Уфимская, 10А;1;3866.8438349729936;74318.1778421745;218220;2;1;1;2;5
2;44.0;9;9;2750000.0;евро;совмещенный;лоджия;1983;1;1;панельный;р-н Орджоникидзевский;улица Карбышева, 82/1;0;11695.548410638788;53809.059009550336;115722;4;2;1;2;38
