number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;type of house;parking;district;full address;concierge;garbage chute
1;38.6;10;9;2850000.0;косметический;раздельный;лоджия;2005;1.0;панельный;за шлагбаумом во дворе;Кировский;Пермский край, Пермь, Сокольская ул., 18;0;1
1;36.0;17;16;2350000.0;требует ремонта;совмещенный;лоджия;2016;1.0;кирпичный;за шлагбаумом во дворе, открытая во дворе;Кировский;Пермский край, Пермь, ул. Калинина, 64А;0;1
2;44.3;5;1;2050000.0;косметический;раздельный;нет;1976;0.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Вильямса, 45;0;0
2;45.0;5;5;2400000.0;косметический;раздельный;балкон;1976;0.0;панельный;;Кировский;Пермский край, Пермь, Ласьвинская ул., 64;0;0
3;59.2;9;2;2850000.0;косметический;раздельный;лоджия;1976;1.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Кабельщиков, 95;0;1
3;75.0;19;3;5100000.0;косметический;раздельный;лоджия;2017;1.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, Самаркандская ул., 143;0;0
1;40.0;17;2;3850000.0;евро;совмещенный;лоджия;2020;1.0;кирпичный;за шлагбаумом во дворе;Дзержинский;Пермский край, Пермь, ул. Плеханова, 65;1;0
3;75.0;17;16;5450000.0;косметический;несколько;лоджия;2011;1.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, Холмогорская ул., 2Е;1;0
3;46.0;5;5;2360000.0;дизайнерский;раздельный;лоджия;1978;0.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Бумажников, 20;0;0
1;25.0;24;9;1900000.0;евро;совмещенный;лоджия;2018;2.0;монолитный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Вильямса, 51А;1;0
1;42.0;10;6;2900000.0;требует ремонта;раздельный;лоджия;2014;2.0;панельный;за шлагбаумом во дворе;Кировский;Пермский край, Пермь, ул. Адмирала Ушакова, 21;1;0
1;29.0;3;2;1800000.0;косметический;совмещенный;балкон;1962;0.0;кирпичный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. ДОС, 1;0;0
1;46.7;25;8;3480000.0;косметический;совмещенный;балкон;2014;2.0;монолитный;;Мотовилихинский;Пермский край, Пермь, Уинская ул., 29;0;1
2;46.1;10;9;4450000.0;евро;совмещенный;лоджия;2008;1.0;кирпичный;за шлагбаумом во дворе;Индустриальный;Пермский край, Пермь, ул. Мира, 8Б;0;0
1;33.5;5;5;930000.0;требует ремонта;совмещенный;балкон;1975;0.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, Водозаборная ул., 1;0;0
2;44.0;9;4;3350000.0;евро;совмещенный;лоджия;1983;1.0;панельный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Анвара Гатауллина, 29к1;0;1
3;88.0;19;12;4850000.0;требует ремонта;совмещенный;лоджия;2020;1.0;кирпичный;открытая во дворе;Дзержинский;Пермский край, Пермь, ул. Челюскинцев, 23;0;0
1;25.0;5;5;2050000.0;косметический;совмещенный;балкон;1982;0.0;панельный;открытая во дворе;Дзержинский;Пермский край, Пермь, ул. Докучаева, 28;0;0
1;17.9;5;5;750000.0;косметический;раздельный;нет;1967;0.0;кирпичный;;Орджоникидзевский;Пермский край, Пермь, Сестрорецкая ул., 19А;0;0
2;69.0;16;1;4200000.0;косметический;раздельный;лоджия;2014;1.0;панельный;открытая во дворе;Кировский;Пермский край, Пермь, Оханская ул., 31;1;1
3;74.8;16;16;5450000.0;дизайнерский;совмещенный;лоджия;1994;1.0;панельный;за шлагбаумом во дворе, открытая во дворе;Индустриальный;Пермский край, Пермь, ул. Мира, 31;1;1
1;53.0;10;10;4280000.0;евро;совмещенный;лоджия;2002;1.0;кирпичный;за шлагбаумом во дворе;Мотовилихинский;Пермский край, Пермь, Уинская ул., 9;1;0
2;47.6;5;5;2000000.0;косметический;раздельный;балкон;1972;0.0;панельный;;Свердловский;Пермский край, Пермь, посёлок Новые Ляды, ул. Мира, 12;0;0
2;67.8;16;5;5700000.0;евро;несколько;лоджия;2013;2.0;кирпичный;за шлагбаумом во дворе;Дзержинский;Пермский край, Пермь, ул. Крисанова, 73А;1;1
2;83.0;10;3;7000000.0;косметический;раздельный;лоджия;2015;1.0;монолитный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. КИМ, 63;0;0
3;70.0;14;8;4990000.0;косметический;раздельный;лоджия;1997;1.0;монолитный;за шлагбаумом во дворе;Индустриальный;Пермский край, Пермь, ул. Космонавта Леонова, 56А;0;1
3;60.8;10;7;3499999.0;требует ремонта;раздельный;лоджия;1991;1.0;кирпичный;наземная многоуровневая;Мотовилихинский;Пермский край, Пермь, ул. Гашкова, 28;0;1
3;58.8;9;5;4550000.0;косметический;раздельный;лоджия;1985;1.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Революции, 3/4;0;1
1;31.1;2;1;1500000.0;косметический;совмещенный;нет;1957;0.0;кирпичный;;Свердловский;Пермский край, Пермь, Кузбасская ул., 41;0;0
2;60.3;5;2;3990000.0;евро;совмещенный;балкон;1968;0.0;панельный;открытая во дворе;Дзержинский;Пермь, Грузинская улица, 5;0;0
2;41.3;5;1;3300000.0;косметический;совмещенный;нет;1963;0.0;кирпичный;;Ленинский;Пермский край, Пермь, ул. Крисанова, 18А;0;0
1;40.0;5;1;2100000.0;дизайнерский;раздельный;нет;2014;0.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, Кавказская ул., 24Б;0;0
2;42.3;5;2;3000000.0;косметический;совмещенный;балкон;1966;0.0;кирпичный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, б-р Гагарина, 64;0;0
3;58.6;5;4;3250000.0;косметический;совмещенный;балкон;1964;0.0;панельный;;Мотовилихинский;Пермский край, Пермь, ул. Патриса Лумумбы, 1;0;0
1;54.6;24;1;4950000.0;требует ремонта;совмещенный;лоджия;2021;1.0;монолитный;подземная, открытая во дворе;Ленинский;Пермский край, Пермь, ул. Луначарского, 99;0;0
3;67.8;9;3;3550000.0;косметический;раздельный;лоджия;1989;1.0;панельный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. Евгения Пермяка, 1;0;0
1;48.0;19;3;5250000.0;требует ремонта;совмещенный;балкон;2021;1.0;монолитный;подземная, за шлагбаумом во дворе;Индустриальный;Пермский край, Пермь, ул. Карпинского, 49А;1;0
3;63.0;9;5;3500000.0;требует ремонта;раздельный;лоджия;1968;1.0;панельный;открытая во дворе;Свердловский;Пермский край, Пермь, Братская ул., 2/1;0;1
1;37.8;18;3;3450000.0;косметический;совмещенный;лоджия;2020;2.0;монолитный;за шлагбаумом во дворе;Индустриальный;Пермский край, Пермь, ул. Космонавта Леонова, 68Б;1;0
1;38.5;10;2;3080000.0;косметический;раздельный;лоджия;2005;2.0;панельный;;Индустриальный;Пермский край, Пермь, ш. Космонавтов, 166;0;0
1;34.7;10;1;1850000.0;косметический;раздельный;нет;1987;1.0;панельный;открытая во дворе;Кировский;Пермский край, Пермь, ул. Генерала Панфилова, 6/1;0;1
3;67.5;9;5;5600000.0;косметический;раздельный;балкон;1991;1.0;панельный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, Уинская ул., 8;0;1
1;31.0;3;2;1550000.0;косметический;совмещенный;балкон;1961;0.0;кирпичный;открытая во дворе;Кировский;Пермский край, Пермь, Чебоксарская ул., 31;0;0
1;35.0;10;10;2000000.0;косметический;раздельный;лоджия;2006;1.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, Памирская ул., 32А;0;0
3;66.5;9;1;3500000.0;косметический;раздельный;нет;1987;1.0;панельный;;Мотовилихинский;Пермский край, Пермь, ул. Гашкова, 26;0;1
2;47.3;2;2;2780000.0;евро;совмещенный;нет;1939;0.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Куйбышева, 70;0;0
1;30.0;5;3;1620000.0;косметический;совмещенный;балкон;1962;0.0;блочный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, 1-й Дубровский пер., 10;0;0
2;41.8;5;1;2750000.0;косметический;совмещенный;нет;1965;0.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Льва Шатрова, 22;0;0
2;43.4;5;1;2900000.0;косметический;совмещенный;нет;1969;0.0;панельный;;Свердловский;Пермский край, Пермь, Тбилисская ул., 11;0;0
3;60.1;9;7;2850000.0;косметический;раздельный;лоджия;1983;1.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Карбышева, 84;0;1
1;34.5;25;15;3499000.0;косметический;совмещенный;лоджия;2018;2.0;монолитный;открытая во дворе;Дзержинский;Пермский край, Пермь, ул. Крылова, 17;1;0
2;44.7;5;3;2850000.0;косметический;совмещенный;балкон;1959;0.0;кирпичный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. Крупской, 35;0;0
1;35.6;14;12;2600000.0;косметический;совмещенный;лоджия;1975;2.0;кирпичный;открытая во дворе;Дзержинский;Пермский край, Пермь, ул. Челюскинцев, 21;0;1
3;80.0;16;4;6730000.0;косметический;раздельный;лоджия;2001;2.0;кирпичный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, Уинская ул., 1Б;1;1
3;68.0;9;4;5500000.0;косметический;раздельный;балкон;1989;1.0;панельный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. Юрша, 3А;0;1
1;43.0;16;3;4500000.0;косметический;совмещенный;лоджия;1998;2.0;кирпичный;за шлагбаумом во дворе;Ленинский;Пермский край, Пермь, Пермская ул., 124;1;0
1;53.0;17;4;3099000.0;евро;совмещенный;балкон;2008;1.0;монолитный;подземная, за шлагбаумом во дворе;Орджоникидзевский;Пермский край, Пермь, Янаульская ул., 34;1;0
3;62.2;5;5;3650000.0;косметический;раздельный;лоджия;1984;0.0;кирпичный;открытая во дворе;Кировский;Пермский край, Пермь, ул. Калинина, 30А;0;0
2;54.7;5;1;3350000.0;евро;раздельный;нет;1959;0.0;кирпичный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, Уральская ул., 113;0;0
3;87.1;8;3;6750000.0;косметический;раздельный;лоджия;2005;1.0;кирпичный;подземная, наземная многоуровневая, за шлагбаумом во дворе;Мотовилихинский;Пермский край, Пермь, ул. Аркадия Гайдара, 3;0;0
3;62.0;5;5;3420000.0;евро;совмещенный;балкон;1973;0.0;панельный;открытая во дворе;Индустриальный;Пермский край, Пермь, Чердынская ул., 20;0;0
3;93.4;5;1;3690000.0;требует ремонта;раздельный;балкон;2007;0.0;кирпичный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Менжинского, 32;0;0
3;57.8;12;10;5400000.0;евро;раздельный;лоджия;1972;2.0;кирпичный;открытая во дворе;Ленинский;Пермский край, Пермь, Петропавловская ул., 85;0;1
2;61.1;3;2;2700000.0;евро;совмещенный;нет;1959;0.0;блочный;открытая во дворе;Кировский;Пермский край, Пермь, ул. Федосеева, 13;0;0
3;66.0;10;2;3950000.0;косметический;раздельный;лоджия;1994;1.0;панельный;открытая во дворе;Дзержинский;Пермский край, Пермь, Заречная ул., 162;0;1
2;54.0;4;2;5999900.0;евро;раздельный;нет;1975;0.0;кирпичный;за шлагбаумом во дворе, открытая во дворе;Дзержинский;Пермский край, Пермь, ул. Ленина, 67;0;0
2;76.5;10;5;6300000.0;косметический;совмещенный;лоджия;2000;1.0;кирпичный;подземная, за шлагбаумом во дворе;Дзержинский;Пермский край, Пермь, ул. Плеханова, 12;0;0
3;70.2;19;9;6700000.0;косметический;несколько;балкон;2014;2.0;монолитный;за шлагбаумом во дворе;Дзержинский;Пермский край, Пермь, Рабочая ул., 9А;1;0
2;76.2;19;11;4950000.0;косметический;раздельный;лоджия;2014;1.0;монолитный;за шлагбаумом во дворе;Свердловский;Пермский край, Пермь, Самаркандская ул., 147;0;0
1;44.5;25;4;3980000.0;косметический;совмещенный;лоджия;2019;2.0;монолитный;наземная многоуровневая, за шлагбаумом во дворе, открытая во дворе;Свердловский;Пермский край, Пермь, ул. Героев Хасана, 11Б;1;0
2;44.3;2;2;1900000.0;требует ремонта;раздельный;балкон;1957;0.0;кирпичный;открытая во дворе;Кировский;Пермский край, Пермь, Закамская ул., 42;0;0
1;37.0;14;10;2750000.0;косметический;совмещенный;лоджия;1981;1.0;кирпичный;открытая во дворе;Свердловский;Пермь, улица Моторостроителей, 21;0;1
3;69.0;10;2;5950000.0;евро;совмещенный;балкон;2013;0.0;панельный;;Индустриальный;Пермский край, Пермь, Камышловская ул., 21;0;0
3;69.1;9;7;4650000.0;косметический;совмещенный;балкон;1992;1.0;панельный;открытая во дворе;Дзержинский;Пермский край, Пермь, 1-я Колхозная ул., 8;0;1
4;95.2;17;11;6700000.0;евро;раздельный;лоджия;2010;1.0;панельный;за шлагбаумом во дворе;Мотовилихинский;Пермский край, Пермь, Хрустальная ул., 11;1;1
2;70.5;18;17;6890000.0;косметический;совмещенный;лоджия;2005;2.0;кирпичный;за шлагбаумом во дворе;Мотовилихинский;Пермский край, Пермь, б-р Гагарина, 26;1;0
3;86.0;11;5;5700000.0;косметический;раздельный;лоджия;1993;2.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Солдатова, 29/2;0;0
1;17.0;9;1;1200000.0;евро;совмещенный;балкон;1987;1.0;кирпичный;;Свердловский;Пермский край, Пермь, Тбилисская ул., 1А;0;0
3;82.9;17;15;6250000.0;евро;раздельный;балкон;2009;1.0;кирпичный;за шлагбаумом во дворе;Свердловский;Пермский край, Пермь, Новосибирская ул., 13;1;0
1;32.8;12;1;2100000.0;требует ремонта;раздельный;нет;1980;1.0;панельный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Героев Хасана, 149к2;0;0
2;68.6;10;5;4550000.0;косметический;раздельный;лоджия;2018;2.0;панельный;за шлагбаумом во дворе;Кировский;Пермский край, Пермь, Судозаводская ул., 15А;0;0
2;53.5;14;10;4300000.0;требует ремонта;раздельный;лоджия;1976;1.0;кирпичный;открытая во дворе;Индустриальный;Пермский край, Пермь, ш. Космонавтов, 110;0;1
2;81.6;10;3;4900000.0;евро;раздельный;лоджия;2006;1.0;кирпичный;за шлагбаумом во дворе, открытая во дворе;Кировский;Пермский край, Пермь, Кировоградская ул., 6;0;0
1;13.0;9;1;720000.0;косметический;совмещенный;балкон;1980;1.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, Тбилисская ул., 1А;1;0
2;45.8;5;5;1850000.0;косметический;раздельный;балкон;1973;0.0;панельный;открытая во дворе;Кировский;Пермский край, Пермь, Воронежская ул., 3;0;0
2;56.6;16;3;5450000.0;евро;раздельный;лоджия;2015;2.0;панельный;за шлагбаумом во дворе;Индустриальный;Пермский край, Пермь, ул. Космонавта Беляева, 8;1;1
2;68.1;16;9;5200000.0;косметический;раздельный;балкон;2012;1.0;кирпичный;;Мотовилихинский;Пермский край, Пермь, ул. Грачёва, 19;0;0
1;42.9;16;13;2300000.0;требует ремонта;совмещенный;лоджия;2021;1.0;монолитный;открытая во дворе;Кировский;Пермский край, Пермь, ул. Адмирала Макарова, 23;0;0
1;38.0;4;1;2080000.0;дизайнерский;раздельный;нет;1958;0.0;панельный;открытая во дворе;Кировский;Пермский край, Пермь, Кировоградская ул., 73А;0;0
2;46.0;1;1;1200000.0;требует ремонта;совмещенный;нет;1987;0.0;деревянный;;Индустриальный;Пермский край, Пермь, ул. Сталеваров, 9;0;0
1;37.6;20;17;3750000.0;косметический;совмещенный;лоджия;2020;3.0;монолитный;за шлагбаумом во дворе, открытая во дворе;Индустриальный;Пермский край, Пермь, ул. Карпинского, 14;1;0
3;42.0;5;4;3750000.0;косметический;раздельный;нет;1960;0.0;кирпичный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. Дружбы, 16;0;0
2;54.9;9;7;2800000.0;требует ремонта;раздельный;лоджия;1988;1.0;панельный;за шлагбаумом во дворе;Орджоникидзевский;Пермский край, Пермь, Молдавская ул., 6Б;0;1
1;32.0;25;9;3000000.0;косметический;совмещенный;балкон;2019;1.0;монолитный;за шлагбаумом во дворе, открытая во дворе;Дзержинский;Пермский край, Пермь, ул. Крылова, 17;0;0
3;63.0;9;2;6300000.0;косметический;раздельный;балкон;1973;1.0;панельный;за шлагбаумом во дворе;Ленинский;Пермский край, Пермь, ул. Пушкина, 7;0;1
1;40.3;16;10;3800000.0;евро;совмещенный;балкон;2001;1.0;панельный;наземная многоуровневая, за шлагбаумом во дворе, открытая во дворе;Дзержинский;Пермский край, Пермь, ул. Толмачёва, 17;1;1
1;54.5;17;12;4000000.0;косметический;совмещенный;лоджия;2007;2.0;кирпичный;за шлагбаумом во дворе;Кировский;Пермский край, Пермь, ул. Адмирала Ушакова, 32;0;0
1;12.0;5;1;400000.0;косметический;совмещенный;нет;1980;0.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Лукоянова, 8;0;0
3;64.0;10;3;3550000.0;требует ремонта;раздельный;балкон;1993;1.0;панельный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. Восстания, 13;0;1
1;41.1;19;12;3600000.0;евро;совмещенный;лоджия;2018;1.0;кирпичный;наземная многоуровневая, открытая во дворе;Дзержинский;Пермский край, Пермь, ул. Челюскинцев, 23;0;0
1;34.0;3;3;2580000.0;косметический;совмещенный;балкон;2016;0.0;кирпичный;за шлагбаумом во дворе;Орджоникидзевский;Пермский край, Пермь, Домостроительная ул., 6;0;0
1;39.0;17;13;3700000.0;косметический;совмещенный;лоджия;2012;1.0;кирпичный;за шлагбаумом во дворе;Свердловский;Пермский край, Пермь, Холмогорская ул., 4В;1;0
1;37.0;9;8;3500000.0;косметический;совмещенный;лоджия;2013;1.0;кирпичный;открытая во дворе;Индустриальный;Пермский край, Пермь, ул. Льва Толстого, 2;1;0
2;44.0;5;5;3030000.0;косметический;совмещенный;балкон;1971;0.0;панельный;открытая во дворе;Индустриальный;Пермский край, Пермь, ул. Архитектора Свиязева, 40/3;0;0
1;54.3;6;2;2650000.0;косметический;раздельный;лоджия;2003;0.0;кирпичный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Александра Щербакова, 47А;0;0
3;67.3;9;3;4300000.0;дизайнерский;раздельный;лоджия;1982;1.0;панельный;открытая во дворе;Свердловский;Пермский край, Пермь, Запорожская ул., 17;0;1
1;43.1;25;16;3690000.0;косметический;совмещенный;лоджия;2017;2.0;монолитный;за шлагбаумом во дворе;Мотовилихинский;Пермский край, Пермь, Пушкарская ул., 136А;1;0
3;75.8;17;5;4150000.0;дизайнерский;раздельный;балкон;2009;1.0;кирпичный;за шлагбаумом во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Карбышева, 6;1;0
1;31.1;9;1;2150000.0;косметический;совмещенный;лоджия;1994;1.0;кирпичный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Кронита, 11;0;0
2;58.2;5;2;3200000.0;евро;совмещенный;лоджия;2020;0.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, Кавказская ул., 26;0;0
2;71.5;10;7;4400000.0;косметический;раздельный;лоджия;1999;1.0;кирпичный;за шлагбаумом во дворе;Свердловский;Пермский край, Пермь, Коломенская ул., 57;0;0
3;48.0;5;3;3150000.0;косметический;раздельный;балкон;1967;0.0;панельный;открытая во дворе;Мотовилихинский;Пермь, Пушкарская улица, 61;0;0
2;40.4;3;3;1750000.0;требует ремонта;совмещенный;нет;1961;0.0;кирпичный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. ДОС, 1;0;0
2;63.1;17;1;3013400.0;косметический;совмещенный;нет;2017;2.0;кирпичный;;Орджоникидзевский;Пермский край, Пермь, ул. Косякова, 16;0;0
2;42.0;5;5;2850000.0;косметический;совмещенный;балкон;1962;0.0;кирпичный;открытая во дворе;Индустриальный;Пермский край, Пермь, ул. Дениса Давыдова, 17;0;0
3;62.1;9;6;5300000.0;косметический;раздельный;лоджия;1978;1.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Революции, 18;0;1
2;53.8;10;1;3650000.0;косметический;раздельный;нет;2013;2.0;панельный;открытая во дворе;Дзержинский;Пермский край, Пермь, ул. Костычева, 44А;0;1
2;51.9;10;8;4699000.0;косметический;раздельный;лоджия;2007;1.0;панельный;наземная многоуровневая, за шлагбаумом во дворе;Мотовилихинский;Пермский край, Пермь, ул. Анри Барбюса, 60;1;0
3;89.4;17;10;5900000.0;косметический;раздельный;лоджия;2007;1.0;кирпичный;за шлагбаумом во дворе;Свердловский;Пермский край, Пермь, Новосибирская ул., 13;0;0
4;94.0;3;2;4450000.0;косметический;раздельный;балкон;1956;0.0;блочный;открытая во дворе;Кировский;Пермский край, Пермь, Ласьвинская ул., 12;0;0
3;58.4;5;1;3400000.0;требует ремонта;совмещенный;нет;1964;0.0;панельный;;Индустриальный;Пермский край, Пермь, ул. Баумана, 21Б;0;0
1;13.0;9;1;720000.0;косметический;совмещенный;нет;1987;1.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, Тбилисская ул., 1А;1;1
3;80.0;16;15;6300000.0;требует ремонта;раздельный;балкон;2012;1.0;панельный;открытая во дворе;Кировский;Пермский край, Пермь, ул. Маршала Рыбалко, 43;1;1
2;44.4;4;1;3250000.0;дизайнерский;совмещенный;лоджия;1960;0.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Льва Шатрова, 8;0;0
2;35.1;9;6;1590000.0;требует ремонта;раздельный;нет;1986;1.0;кирпичный;открытая во дворе;Дзержинский;Пермский край, Пермь, Хабаровская ул., 173;0;1
1;50.2;10;9;4200000.0;косметический;совмещенный;лоджия;2005;1.0;кирпичный;;Кировский;Пермский край, Пермь, ул. Адмирала Макарова, 22А;0;0
2;45.0;3;3;2200000.0;косметический;раздельный;балкон;1957;0.0;кирпичный;;Кировский;Пермский край, Пермь, ул. Федосеева, 7;0;0
1;31.1;2;1;1500000.0;косметический;совмещенный;нет;1957;0.0;кирпичный;;Свердловский;Пермский край, Пермь, Кузбасская ул., 41;0;0
2;46.1;10;9;4450000.0;евро;совмещенный;лоджия;2008;1.0;кирпичный;за шлагбаумом во дворе;Индустриальный;Пермский край, Пермь, ул. Мира, 8Б;0;0
1;30.9;5;1;1250000.0;требует ремонта;совмещенный;нет;1961;0.0;панельный;;Кировский;Пермский край, Пермь, ул. Победы, 33;0;0
3;60.7;9;9;3000000.0;косметический;совмещенный;лоджия;1990;1.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Кабельщиков, 95;0;1
3;70.2;10;3;4750000.0;косметический;раздельный;лоджия;1994;1.0;панельный;открытая во дворе;Дзержинский;Пермский край, Пермь, ул. Костычева, 42;0;1
2;55.0;14;12;3500000.0;косметический;раздельный;лоджия;1979;1.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Моторостроителей, 15;0;1
2;46.8;2;2;2300000.0;косметический;раздельный;балкон;1957;0.0;блочный;;Кировский;Пермский край, Пермь, Астраханская ул., 6;0;0
2;44.5;5;1;3300000.0;евро;совмещенный;нет;1964;0.0;кирпичный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. Аркадия Гайдара, 6/1;0;0
3;67.0;10;1;2950000.0;косметический;раздельный;нет;1993;1.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Кабельщиков, 17;0;0
3;57.0;5;2;3248000.0;косметический;совмещенный;лоджия;1978;0.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, Тбилисская ул., 9А;0;0
3;61.7;5;2;2800000.0;косметический;раздельный;балкон;1960;0.0;панельный;;Мотовилихинский;Пермский край, Пермь, ул. Ивана Франко, 40/1;0;0
1;31.0;9;5;2600000.0;косметический;совмещенный;балкон;1968;1.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Клары Цеткин, 19;0;1
3;61.0;9;3;5200000.0;косметический;раздельный;лоджия;1988;1.0;кирпичный;за шлагбаумом во дворе;Свердловский;Пермский край, Пермь, ул. Революции, 5;0;0
1;43.0;17;15;3300000.0;косметический;совмещенный;лоджия;2012;1.0;кирпичный;за шлагбаумом во дворе;Кировский;Пермский край, Пермь, Автозаводская ул., 44А;1;1
1;41.0;19;15;3700000.0;косметический;совмещенный;лоджия;2016;2.0;монолитный;открытая во дворе;Свердловский;Пермский край, Пермь, Уфимская ул., 10А;1;1
2;44.0;9;9;2750000.0;евро;совмещенный;лоджия;1983;1.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Карбышева, 82/1;0;1
2;52.0;10;6;4200000.0;косметический;раздельный;лоджия;1993;1.0;кирпичный;за шлагбаумом во дворе;Свердловский;Пермский край, Пермь, ул. Революции, 6;0;1
2;49.1;10;10;4700000.0;евро;совмещенный;лоджия;1991;1.0;кирпичный;за шлагбаумом во дворе;Ленинский;Пермский край, Пермь, ул. Луначарского, 51;0;1
1;21.1;25;21;1990000.0;требует ремонта;совмещенный;лоджия;2021;2.0;монолитный;за шлагбаумом во дворе, открытая во дворе;Кировский;Пермский край, Пермь, Буксирная ул., 10;1;0
1;41.2;17;3;3450000.0;косметический;раздельный;лоджия;1987;1.0;кирпичный;открытая во дворе;Ленинский;Пермский край, Пермь, ул. Попова, 25;0;1
3;61.0;5;5;3150000.0;косметический;совмещенный;балкон;1974;0.0;панельный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. Ивана Франко, 40/3;0;0
3;55.0;4;3;3100000.0;косметический;совмещенный;балкон;1962;0.0;кирпичный;открытая во дворе;Дзержинский;Пермский край, Пермь, Транспортная ул., 27;0;0
2;24.0;5;5;1420000.0;косметический;совмещенный;нет;1975;0.0;кирпичный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Академика Веденеева, 13;1;0
1;26.1;11;7;1730000.0;косметический;совмещенный;лоджия;2015;1.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. 40-летия Победы, 10А;0;0
1;38.8;10;10;3300000.0;косметический;раздельный;лоджия;2009;1.0;панельный;наземная многоуровневая, за шлагбаумом во дворе;Индустриальный;Пермский край, Пермь, ул. Космонавта Беляева, 35;1;1
1;32.2;16;2;3400000.0;евро;совмещенный;лоджия;2013;1.0;кирпичный;за шлагбаумом во дворе;Дзержинский;Пермский край, Пермь, Парковый пр-т, 45Г;0;0
2;47.7;10;4;3400000.0;косметический;раздельный;балкон;1995;1.0;панельный;открытая во дворе;Мотовилихинский;Пермь, Красногвардейская улица, 7/1;0;0
2;65.1;10;7;4470000.0;евро;совмещенный;лоджия;2014;1.0;кирпичный;открытая во дворе;Кировский;Пермский край, Пермь, ул. Танцорова, 37;0;0
2;45.0;5;1;2350000.0;косметический;раздельный;нет;1976;0.0;панельный;;Орджоникидзевский;Пермский край, Пермь, ул. Вильямса, 45;0;0
2;45.0;5;1;2950000.0;косметический;раздельный;нет;1975;0.0;кирпичный;;Дзержинский;Пермский край, Пермь, Рабочая ул., 25;0;0
3;68.0;10;4;4300000.0;косметический;раздельный;лоджия;2009;1.0;панельный;за шлагбаумом во дворе;Кировский;Пермский край, Пермь, ул. Каляева, 20;0;1
2;42.2;5;5;3020000.0;косметический;совмещенный;балкон;1963;0.0;кирпичный;открытая во дворе;Индустриальный;Пермский край, Пермь, Кавалерийская ул., 2;0;0
3;60.5;9;6;4600000.0;косметический;раздельный;лоджия;1971;1.0;панельный;открытая во дворе;Ленинский;Пермский край, Пермь, Петропавловская ул., 79;0;1
