;address;district;number of floors;apartment floor;number of rooms;area of apartment;bathroom;repair;view from the windows;terrace;garbage chute;type of house;parking;concierge;elevator;link;price
3556; ул. Богдана Хмельницкого, 31;р-н Кировский;5;1.0;2;46.3;совмещенный;косметический;во двор;нет;False;панельный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_463m_15et._2189020583;2400000.0
3557; ул. Богдана Хмельницкого, 31;р-н Кировский;5;1.0;2;46.3;совмещенный;косметический;во двор;нет;False;панельный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_463m_15et._2189020583;2400000.0
3558; ул. Макаренко, 14А;р-н Мотовилихинский;17;13.0;4;107.0;совмещенный;косметический;на улицу, во двор;лоджия;False;кирпичный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/4-k._kvartira_107m_1317et._2178931280;9970000.0
3559;ул. Революции, д. 48В;р-н Свердловский;31;31.0;2;63.0;совмещенный;косметический;на улицу;лоджия;False;монолитный;подземная;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_63m_3131et._2063383383;6950000.0
3560;ул. Революции, д. 48В;р-н Свердловский;31;31.0;2;63.0;совмещенный;косметический;на улицу;лоджия;False;монолитный;подземная;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_63m_3131et._2063383383;6950000.0
3561; Самаркандская ул., 147;р-н Свердловский;19;13.0;2;63.0;раздельный;косметический;на улицу, во двор;балкон;False;кирпичный;за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_63m_1319et._1936658793;4700000.0
3562; Запорожская ул., 7;р-н Свердловский;5;3.0;3;58.5;раздельный;косметический;на улицу, во двор;лоджия;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_585m_35et._2078806926;3400000.0
3563; Запорожская ул., 7;р-н Свердловский;5;3.0;3;58.5;раздельный;косметический;на улицу, во двор;лоджия;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_585m_35et._2078806926;3400000.0
3564; ул. Адмирала Ушакова, 21;р-н Кировский;10;8.0;2;56.0;раздельный;косметический;на улицу;лоджия;False;панельный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_56m_810et._2231160173;3790000.0
3565; ул. Механошина, 17;р-н Свердловский;16;9.0;3;90.0;совмещенный;евро;на улицу, во двор;лоджия;False;панельный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_90m_916et._2161871189;6990000.0
3566; ул. Металлистов, 8;р-н Мотовилихинский;9;2.0;3;84.3;раздельный;косметический;во двор;лоджия;False;кирпичный;за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_843m_29et._2234518392;6600000.0
3567; ул. Генерала Черняховского, 94;р-н Орджоникидзевский;9;7.0;3;60.0;раздельный;косметический;на улицу, во двор;лоджия;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_79et._2091156402;2900000.0
3568; ул. Генерала Черняховского, 94;р-н Орджоникидзевский;9;7.0;3;60.0;раздельный;косметический;на улицу, во двор;лоджия;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_79et._2091156402;2900000.0
3569;ул. Куйбышева, д. 109А;р-н Свердловский;16;6.0;1;50.4;совмещенный;косметический;на улицу;нет;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/apartamenty-studiya_504m_616et._2018872647;3125000.0
3570; ул. Василия Татищева, 8;р-н Свердловский;25;3.0;2;57.0;совмещенный;косметический;на улицу;лоджия;False;монолитный;наземная многоуровневая, за шлагбаумом во дворе, открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_57m_325et._2149184427;4550000.0
3571; ул. Василия Татищева, 8;р-н Свердловский;25;3.0;2;57.0;совмещенный;косметический;на улицу;лоджия;False;монолитный;наземная многоуровневая, за шлагбаумом во дворе, открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_57m_325et._2149184427;4550000.0
3572; Братская ул., 2/1;р-н Свердловский;9;3.0;2;44.0;раздельный;косметический;во двор;лоджия;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_39et._2202045375;2980000.0
3573; ш. Космонавтов, 57;р-н Дзержинский;14;13.0;1;35.4;совмещенный;косметический;во двор;лоджия;True;кирпичный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_354m_1314et._2189042465;3000000.0
3574; Холмогорская ул., 4Б;р-н Свердловский;25;2.0;2;66.5;совмещенный;косметический;на улицу;лоджия;True;кирпичный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_665m_225et._2225481555;4690000.0
3575; посёлок Новые Ляды, ул. Мира, 26;р-н Свердловский;5;5.0;2;44.0;совмещенный;евро;на улицу, во двор;балкон;False;панельный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_55et._2235266125;2000000.0
3576; Сестрорецкая ул., 19;р-н Орджоникидзевский;5;1.0;1;18.2;раздельный;косметический;на улицу;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_182m_15et._2221899271;780000.0
3577; ул. Генерала Черняховского, 25;р-н Орджоникидзевский;5;3.0;1;30.7;совмещенный;косметический;на улицу;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_307m_35et._2191330095;1600000.0
3578; Памирская ул., 28;р-н Орджоникидзевский;9;7.0;1;28.0;совмещенный;косметический;во двор;лоджия;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_28m_79et._2183706561;1600000.0
3579; Химградская ул., 3;р-н Кировский;5;1.0;2;43.0;совмещенный;косметический;во двор;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_15et._2218065173;1980000.0
3580; ул. Солдатова, 38;р-н Свердловский;14;6.0;3;54.5;совмещенный;косметический;во двор;лоджия;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_545m_614et._2226850469;3970000.0
3581; ул. Солдатова, 38;р-н Свердловский;14;6.0;3;54.5;совмещенный;косметический;во двор;лоджия;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_545m_614et._2226850469;3970000.0
3582; ул. Архитектора Свиязева, 28А;р-н Индустриальный;9;3.0;3;57.0;раздельный;косметический;во двор;лоджия;True;Серая панель. Дома этой серии испытаны временем, проживание в них комфортно и удобно, а сама квартира теплая, сухая, солнечная. Комнаты 2+1, одна изолирована и две смежные Кухня 7.7 кв.м. Две застекленные лоджии. Выход на лоджии из двух комнат. В одной из лоджии можно сделать кабинет или детский уголок!!! Раздельный санузел. Состояние обычное, можно заехать и жить. Есть возможность воплотить все свои дизайнерские фантазии, квартира без всяких перепланировок. Отличный вариант для семьи с детьми, чтобы жить современно и независимо. Дружелюбный дом с большой придомовой территорией и вместительной парковкой. Опрятный, чистый подъезд. Множество разнообразных магазинов, торговые центры, кафе, лицеи №3 и №8, д\с, детская поликлиника - все в шаговой доступности! Отличная транспортная развязка. Остановка рядом. Возможен обмен на 1 комн. квартиру. Звоните! Показ в удобное для Вас время!;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_57m_39et._2230342366;3450000.0
