;address;district;number of floors;apartment floor;number of rooms;area of apartment;bathroom;repair;view from the windows;terrace;garbage chute;type of house;parking;concierge;elevator;link;price
60;ул. Гашкова, д. 51, корп. 2;р-н Мотовилихинский;16;3.0;1;43.3;раздельный;косметический;на улицу;балкон;False;панельный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_433m_316et._2099543762;2633248.0
61;ул. Гашкова, д. 51, корп. 2;р-н Мотовилихинский;12;9.0;3;68.6;раздельный;косметический;на улицу, во двор;лоджия;False;панельный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_686m_912et._2099519349;4165234.0
62;ул. Гашкова, д. 51, корп. 2;р-н Мотовилихинский;17;13.0;1;37.9;совмещенный;косметический;на улицу, во двор;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_379_m_1317_et._2195193011;2503778.0
63;ул. Гашкова, д. 51, корп. 2;р-н Мотовилихинский;17;13.0;1;37.9;совмещенный;косметический;на улицу, во двор;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_379_m_1317_et._2195193011;2503778.0
64;ул. Гашкова, д. 51, корп. 2;р-н Мотовилихинский;16;6.0;2;54.1;раздельный;косметический;на улицу;лоджия;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_541m_616et._2035442021;3201790.0
65;ул. Гашкова, д. 51, корп. 2;р-н Мотовилихинский;16;6.0;2;54.1;раздельный;косметический;на улицу;лоджия;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_541m_616et._2035442021;3201790.0
66;ул. Татьяны Барамзиной, д. 38;р-н Дзержинский;25;8.0;2;48.6;совмещенный;косметический;на улицу;балкон;False;кирпичный;подземная;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_486m_825et._2203050335;3800520.0
67;ул. Гашкова, д. 51, корп. 2;р-н Мотовилихинский;12;11.0;1;33.4;раздельный;косметический;на улицу;балкон;False;панельный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_334m_1112et._2227731064;2176010.0
68;ул. Гашкова, д. 51, корп. 2;р-н Мотовилихинский;10;9.0;2;58.2;раздельный;косметический;на улицу;лоджия;False;панельный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_582m_910et._2099707179;3705067.0
69;ул. Гашкова, д. 51, корп. 2;р-н Мотовилихинский;10;9.0;2;58.2;раздельный;косметический;на улицу;лоджия;False;панельный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_582m_910et._2099707179;3705067.0
70;ул. Гашкова, д. 51, корп. 2;р-н Мотовилихинский;17;13.0;1;37.9;совмещенный;косметический;на улицу, во двор;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_379_m_1317_et._2195193011;2503778.0
71;ул. Гашкова, д. 51, корп. 2;р-н Мотовилихинский;12;9.0;3;68.6;раздельный;косметический;на улицу, во двор;лоджия;False;панельный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_686m_912et._2099519349;4165234.0
72;ул. Гашкова, д. 51, корп. 2;р-н Мотовилихинский;12;9.0;3;68.6;раздельный;косметический;на улицу, во двор;лоджия;False;панельный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_686m_912et._2099519349;4165234.0
73;ул. Карбышева, д. 49А;р-н Орджоникидзевский;20;4.0;3;94.0;раздельный;косметический;на улицу, во двор;лоджия;False;монолитный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_94m_420et._2056326281;5074120.0
74;ул. Гашкова, д. 51, корп. 2;р-н Мотовилихинский;16;3.0;2;54.1;раздельный;косметический;на улицу;лоджия;False;панельный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_541m_316et._2099704817;3201790.0
75;ул. Гашкова, д. 51, корп. 2;р-н Мотовилихинский;16;6.0;3;64.1;раздельный;косметический;на улицу, во двор;лоджия;False;панельный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_641m_616et._2099709024;3727415.0
76;ул. Гашкова, д. 59;р-н Мотовилихинский;9;8.0;4;84.7;раздельный;косметический;на улицу, во двор;балкон;False;панельный;подземная, открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/4-k._kvartira_847m_89et._2099881208;5099542.0
77;ул. Гашкова, д. 59;р-н Мотовилихинский;9;8.0;4;84.7;раздельный;косметический;на улицу, во двор;балкон;False;панельный;подземная, открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/4-k._kvartira_847m_89et._2099881208;5099542.0
78;ул. Гашкова, д. 59;р-н Мотовилихинский;9;8.0;4;84.7;раздельный;косметический;на улицу, во двор;балкон;False;панельный;подземная, открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/4-k._kvartira_847m_89et._2099881208;5099542.0
79; ул. Архитектора Свиязева, 50/2;р-н Индустриальный;5;1.0;3;61.2;раздельный;косметический;на улицу, во двор;балкон;False;панельный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/3-k._kvartira_612m_15et._2233116144;3200000.0
80;ул. Кисловодская, д. 12;р-н Дзержинский;17;1.0;3;86.0;раздельный;косметический;на улицу, во двор;лоджия;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_86m_117et._2103778961;5500000.0
81;ул. Лобвинская, д. 33;р-н Орджоникидзевский;4;1.0;1;40.6;совмещенный;косметический;во двор;нет;False;кирпичный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_406m_14et._2084501480;3009700.0
82; ул. Луначарского, 99;р-н Ленинский;24;14.0;2;58.0;совмещенный;косметический;на улицу;балкон;False;монолитный;подземная;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_58m_1424et._2191433545;5900000.0
83; ул. Луначарского, 99;р-н Ленинский;24;14.0;2;58.0;совмещенный;косметический;на улицу;балкон;False;монолитный;подземная;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_58m_1424et._2191433545;5900000.0
84; ул. Луначарского, 99;р-н Ленинский;24;14.0;2;58.0;совмещенный;косметический;на улицу;балкон;False;монолитный;подземная;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_58m_1424et._2191433545;5900000.0
85;ул. Гашкова, д. 51, корп. 2;р-н Мотовилихинский;16;6.0;3;64.1;раздельный;косметический;на улицу, во двор;лоджия;False;панельный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_641m_616et._2099709024;3727415.0
86;ул. Лизы Чайкиной, д. 33;р-н Индустриальный;4;3.0;3;77.8;несколько;косметический;на улицу;лоджия;False;кирпичный;за шлагбаумом во дворе;False;False;https://www.avito.ru/perm/kvartiry/3-k._kvartira_778m_34et._1971794532;5913000.0
87;ул. Гашкова, д. 51, корп. 2;р-н Мотовилихинский;12;11.0;1;33.4;раздельный;косметический;на улицу;балкон;False;панельный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_334m_1112et._2227731064;2176010.0
88; Кузбасская ул., 41;р-н Свердловский;2;1.0;1;31.1;совмещенный;косметический;на улицу, во двор;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_311m_12et._2215930538;1500000.0
89;ул. Гашкова, д. 59;р-н Мотовилихинский;9;8.0;4;84.7;раздельный;косметический;на улицу, во двор;балкон;False;панельный;подземная, открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/4-k._kvartira_847m_89et._2099881208;5099542.0
90; Норильская ул., 9;р-н Индустриальный;10;6.0;3;64.7;раздельный;косметический;на улицу, во двор;балкон;True;панельный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_647m_610et._2210272410;4350000.0
91; Судозаводская ул., 14;р-н Кировский;3;3.0;2;37.0;совмещенный;требует ремонта;на улицу;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_37m_33et._2229840336;1800000.0
92; ул. КИМ, 74А;р-н Мотовилихинский;6;6.0;3;84.3;несколько;косметический;на улицу, во двор;балкон;False;кирпичный;за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_843m_66et._2098613800;6300000.0
93;ул. Гашкова, д. 51, корп. 2;р-н Мотовилихинский;10;9.0;2;58.2;раздельный;косметический;на улицу;лоджия;False;панельный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_582m_910et._2099707179;3705067.0
94;ул. Гашкова, д. 51, корп. 2;р-н Мотовилихинский;16;3.0;2;54.1;раздельный;косметический;на улицу;лоджия;False;панельный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_541m_316et._2099704817;3201790.0
95;ул. Карпинского, д. 49А;р-н Индустриальный;20;13.0;1;33.0;совмещенный;косметический;во двор;лоджия;False;монолитный;подземная, за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/kvartira-studiya_33m_1320et._2146482874;3100000.0
96;ул. Краснофлотская, д. 30Б;р-н Свердловский;19;7.0;1;51.6;совмещенный;косметический;на улицу;лоджия;False;монолитный;подземная, за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_516m_719et._2216459062;4600000.0
97; б-р Гагарина, 58А;р-н Мотовилихинский;5;2.0;1;26.6;совмещенный;евро;во двор;нет;False;кирпичный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_266m_25et._2088634666;2240000.0
98; б-р Гагарина, 58А;р-н Мотовилихинский;5;2.0;1;26.6;совмещенный;евро;во двор;нет;False;кирпичный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_266m_25et._2088634666;2240000.0
99;ул. Татьяны Барамзиной, д. 38;р-н Дзержинский;25;8.0;2;48.6;совмещенный;косметический;на улицу;балкон;False;кирпичный;подземная;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_486m_825et._2203050335;3800520.0
100; ул. Кабельщиков, 93;р-н Орджоникидзевский;5;5.0;3;59.8;раздельный;косметический;на улицу, во двор;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_598m_55et._2198745549;2395000.0
101; Красногвардейская ул., 2;р-н Мотовилихинский;7;4.0;1;34.0;совмещенный;косметический;на улицу;лоджия;False;кирпичный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_47et._2160128173;2550000.0
102; ул. Архитектора Свиязева, 42;р-н Индустриальный;5;3.0;1;31.0;совмещенный;косметический;на улицу;балкон;False;панельный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_35et._2187979771;2700000.0
103; ул. Архитектора Свиязева, 42;р-н Индустриальный;5;3.0;1;31.0;совмещенный;косметический;на улицу;балкон;False;панельный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_35et._2187979771;2700000.0
104; ш. Космонавтов, 113А;р-н Индустриальный;10;5.0;1;32.9;совмещенный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_329m_510et._2152112392;2100000.0
105; ш. Космонавтов, 113А;р-н Индустриальный;10;5.0;1;32.9;совмещенный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_329m_510et._2152112392;2100000.0
106; ул. Гашкова, 29;р-н Мотовилихинский;9;3.0;3;57.7;совмещенный;евро;во двор;балкон;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_577m_39et._2169655403;3400000.0
107; ул. Гашкова, 29;р-н Мотовилихинский;9;3.0;3;57.7;совмещенный;евро;во двор;балкон;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_577m_39et._2169655403;3400000.0
108; ул. Гашкова, 29;р-н Мотовилихинский;9;3.0;3;57.7;совмещенный;евро;во двор;балкон;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_577m_39et._2169655403;3400000.0
109;ул. Архитектора Свиязева, д. 31;р-н Индустриальный;4;3.0;2;48.1;совмещенный;косметический;во двор;нет;False;кирпичный;за шлагбаумом во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_481m_34et._2184497788;3799900.0
110; ш. Космонавтов, 215;р-н Индустриальный;25;3.0;3;89.1;раздельный;евро;на улицу, во двор;лоджия;False;монолитный;наземная многоуровневая, за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_891m_325et._2121440527;6990000.0
111; Корсуньская ул., 29;р-н Орджоникидзевский;5;2.0;2;46.2;совмещенный;требует ремонта;на улицу;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_462m_25et._2231966972;1650000.0
112; Сысольская ул., 10/4;р-н Кировский;10;10.0;6;186.6;несколько;дизайнерский;во двор;лоджия;False;панельный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/6-k._kvartira_1866m_1010et._2172364058;9500000.0
113; Сысольская ул., 10/4;р-н Кировский;10;10.0;6;186.6;несколько;дизайнерский;во двор;лоджия;False;панельный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/6-k._kvartira_1866m_1010et._2172364058;9500000.0
114; ул. Маяковского, 53;р-н Дзержинский;10;1.0;2;60.8;раздельный;косметический;на улицу, во двор;лоджия;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_608m_110et._2050114552;4500000.0
115; ул. Свободы, 21А;р-н Мотовилихинский;10;8.0;3;70.0;раздельный;косметический;на улицу, во двор;балкон;False;панельный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_70m_810et._2129365291;3999000.0
116; ул. Свободы, 21А;р-н Мотовилихинский;10;8.0;3;70.0;раздельный;косметический;на улицу, во двор;балкон;False;панельный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_70m_810et._2129365291;3999000.0
117;ул. Космонавта Беляева, д. 45;р-н Индустриальный;22;2.0;4;80.9;несколько;косметический;во двор;лоджия;False;монолитный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/4-k._kvartira_809m_222et._1746009751;6130000.0
118; ул. Докучаева, 40;р-н Дзержинский;10;9.0;2;63.2;раздельный;косметический;на улицу, во двор;лоджия;True;панельный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_632m_910et._2204101873;4700000.0
119; ул. Докучаева, 40;р-н Дзержинский;10;9.0;2;63.2;раздельный;косметический;на улицу, во двор;лоджия;True;панельный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_632m_910et._2204101873;4700000.0
120; ш. Космонавтов, 215;р-н Индустриальный;25;3.0;3;89.1;раздельный;евро;на улицу, во двор;лоджия;False;монолитный;наземная многоуровневая, за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_891m_325et._2121440527;6990000.0
121; Глазовская ул., 11/1;р-н Кировский;5;5.0;2;37.0;совмещенный;косметический;во двор;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_37m_55et._2193145699;1850000.0
122; Глазовская ул., 11/1;р-н Кировский;5;5.0;2;37.0;совмещенный;косметический;во двор;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_37m_55et._2193145699;1850000.0
123; Глазовская ул., 11/1;р-н Кировский;5;5.0;2;37.0;совмещенный;косметический;во двор;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_37m_55et._2193145699;1850000.0
124; Глазовская ул., 11/1;р-н Кировский;5;5.0;2;37.0;совмещенный;косметический;во двор;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_37m_55et._2193145699;1850000.0
125;Пермь, улица Карла Модераха, 6;р-н Свердловский;25;10.0;3;82.0;раздельный;косметический;на улицу;лоджия;False;монолитный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_82m_1025et._2204422048;6008000.0
126;Пермь, улица Карла Модераха, 6;р-н Свердловский;25;10.0;3;82.0;раздельный;косметический;на улицу;лоджия;False;монолитный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_82m_1025et._2204422048;6008000.0
127; Самолётная ул., 62;р-н Индустриальный;9;7.0;1;29.7;совмещенный;косметический;во двор;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_297m_79et._2174793880;2300000.0
128; Самолётная ул., 62;р-н Индустриальный;9;7.0;1;29.7;совмещенный;косметический;во двор;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_297m_79et._2174793880;2300000.0
129; ул. Мильчакова, 31;р-н Дзержинский;5;5.0;2;44.0;раздельный;требует ремонта;на улицу, во двор;лоджия;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_55et._2204123603;2700000.0
130; Красноводская ул., 15;р-н Дзержинский;18;7.0;2;47.7;совмещенный;косметический;во двор;балкон;False;монолитный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_477m_718et._2189309408;3435000.0
131;ул. Карла Модераха, д. 8;р-н Свердловский;25;9.0;2;62.7;раздельный;косметический;на улицу;лоджия;False;монолитный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_627m_925et._2136990905;4828000.0
132;ул. Карла Модераха, д. 8;р-н Свердловский;25;3.0;1;39.0;совмещенный;косметический;во двор;лоджия;False;монолитный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_39m_325et._2137850359;3489000.0
133;ул. Гашкова, д. 51, корп. 2;р-н Мотовилихинский;10;9.0;2;58.2;раздельный;косметический;на улицу;лоджия;False;панельный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_582m_910et._2099707179;3705067.0
134; 5-я Каховская ул., 8;р-н Кировский;9;2.0;3;70.0;раздельный;косметический;на улицу, во двор;лоджия;False;панельный;за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_70m_29et._955592183;4350000.0
135; Вильвенская ул., 21;р-н Дзержинский;9;9.0;4;81.2;раздельный;косметический;во двор;лоджия;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/4-k._kvartira_812m_99et._2178148663;4350000.0
